"Service_ID","Community_ID","ServiceName","ServiceType","ProviderName","Address","Contact","OperatingHours","Capacity","Specialties","InsuranceAccepted","QualityRating","Accessibility","EmergencyServices","AverageWaitTime","PatientSatisfactionScore","Accreditation","Website"
"2438","32.0","GKGzdTiufOaAeUNMcdJX","Education","JCTfsWWotcxSzZl","1668 BpCcnKKyqxIcSUn St.","+1-825-669-6276","Mon-Fri 7AM - 9PM, Sat Closed, Sun 7AM - 9PM","97","QeTvuWEQELLNXgyGGbpvgEYJcvdxKE","Yes","2","Poor","No","19 minutes","1","Not Accredited","http://rlabcoxtjk.com"
"2439","8.0","GhqBDZHPtgfCLkELNwZl","Recreation","JopxUmIQDuDkooU","9033 MXpgKbUOZhNRLlp St.","+1-372-555-6002","Mon-Fri 9AM - 11PM, Sat 9AM - 11PM, Sun Closed","83","lbxnynOhLACbEAtWDJOebifWEGTMLI","No","5","Average","No","89 minutes","3","Accredited","http://kjtqlxzld.com"
"2440","28.0","CyPmqZMBUnlOudabJcjt","Education","tmHucksTAbiitzK","7823 llVbfKoPweByQIK St.","+1-935-815-6025","Mon-Fri Closed, Sat Closed, Sun 9AM - 5PM","41","DmWIxeWDALukUXlxuUUkVxLHQLlLfx","Yes","1","Poor","No","104 minutes","2","Accredited","http://fnudzgv.com"
"2441","22.0","SfDNiWWZpsElzCJPxHMw","Social","oUZKfKOHeylWgGs","8206 dFwZmOnhUpWUonO St.","+1-555-358-3381","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","76","ecaxcVAjJBEvbPxTszJKVgJmmLHMqT","No","2","Poor","No","70 minutes","5","Accredited","http://fpugafr.com"
"2442","25.0","DCGApbuiwfibxIVWMYls","Education","rHjzRQgjfqinujO","5000 zVjRMjVSfkImeUx St.","+1-370-354-1693","Mon-Fri Closed, Sat 8AM - 10PM, Sun Closed","36","apxlPrsuATGBbcLnFyJpRpAPdHJOMd","Yes","2","Good","No","66 minutes","8","Accredited","http://illaj.com"
"2443","32.0","pzYXwGGbAdwDFtcvMNwl","Social","aVQSFeXSAwhhzNF","9368 fUxwdRZFZcVcFQh St.","+1-690-263-6382","Mon-Fri 6AM - 7PM, Sat 6AM - 7PM, Sun Closed","3","mxFzArQHtLczvPIoBhofSzEgInbqZX","No","3","Poor","Yes","41 minutes","6","Not Accredited","http://remuy.com"
"2444","8.0","REaLHpooiCdSkaEBTvaA","Education","MxLJKXvYirOplfi","280 KKBayrlVZUeUfXY St.","+1-257-700-9545","Mon-Fri Closed, Sat 7AM - 8PM, Sun 7AM - 8PM","62","VbYQnZXnadgHsrwfSecdpwmvGfQwmR","Yes","2","Good","No","45 minutes","4","Not Accredited","http://fobhkpze.com"
"2445","28.0","QYdiZRsUWjjBlVpcMEkg","Healthcare","rxRMjrYNoPXDqDQ","5712 KseeNjHMaqkEVmQ St.","+1-482-941-3930","Mon-Fri Closed, Sat Closed, Sun 7AM - 8PM","51","akubHRqRaWIPoCaTemTmujydlKjiSM","No","4","Poor","No","44 minutes","9","Accredited","http://ykjxdaxah.com"
"2446","31.0","RnOqmanRVRbOeacDFncu","Social","NgGatZWQSeouPwH","1443 nwKSIjEzJPMgFtq St.","+1-735-402-2564","Mon-Fri Closed, Sat Closed, Sun Closed","17","PFpwUxGAgodqiPwLkhYVYCFIrCTxyv","No","4","Poor","Yes","84 minutes","5","Not Accredited","http://gzrepcje.com"
"2447","28.0","ogFRLCWCKzXtoBDsSapN","Healthcare","PGFhELWaLbLPrAe","5035 dPMzaPrhBXBdYFi St.","+1-747-712-9587","Mon-Fri Closed, Sat 8AM - 11PM, Sun 8AM - 11PM","36","TPQYqHsZYStbUXGXdMvUeUiYbVVakH","No","4","Poor","No","20 minutes","2","Not Accredited","http://aaeczclrnq.com"
"2448","32.0","xqZbJarsdgknzOfGlZeH","Recreation","yTzoYkjKdNLNZcG","3387 BlqoHLtFBerADwA St.","+1-396-413-1202","Mon-Fri 7AM - 6PM, Sat Closed, Sun Closed","22","bJgptsqSNJPFtsMpEzVbFqhFjwWhZU","No","3","Good","Yes","55 minutes","3","Not Accredited","http://plcecgf.com"
"2449","8.0","OLzsAAkPJJpCawIDMgzA","Recreation","ALmlqcwZuZZfvEC","8610 sAAbRBIwGSlDBNf St.","+1-579-758-1316","Mon-Fri Closed, Sat 7AM - 10PM, Sun Closed","19","uFmrkhNAgKtDSFFVrZyAlfhtWrWzQk","Yes","4","Poor","Yes","106 minutes","6","Accredited","http://aesjkza.com"
"2450","42.0","TOGwmdooOQNetGfysdkE","Recreation","fJeBzFxBBPBKTLa","5767 orybYDXbcTVxbpS St.","+1-651-952-3776","Mon-Fri Closed, Sat 9AM - 5PM, Sun Closed","26","wFBKjXVReQZNczUGIpMHcJsdUvdDnU","No","1","Good","No","72 minutes","2","Accredited","http://hcpqbhetp.com"
"2451","8.0","BFvofdLbhmcEBdGxRDsK","Education","xXhtNsLbPmWdTYd","8138 IadyRITwaBWHwrK St.","+1-886-503-1249","Mon-Fri Closed, Sat 7AM - 9PM, Sun Closed","13","RToKbHnPrFdczOJfHoKAFIRwhgtfsG","No","1","Poor","Yes","99 minutes","2","Not Accredited","http://ehulktd.com"
"2452","8.0","MtagXyMKRQSgoozSyVQs","Social","RVaOTqFoPTiLwmU","8993 GWnjmyCgBImmvxS St.","+1-784-213-6201","Mon-Fri Closed, Sat 8AM - 10PM, Sun 8AM - 10PM","82","AalHTZiUPpxiBfyrIZuKrWKzjiFHrK","Yes","5","Poor","Yes","30 minutes","2","Not Accredited","http://iedmfqcvhv.com"
"2453","8.0","UPArHDzElQkZOmClcAor","Healthcare","EhaKqNODWMjaaoM","3125 SlZThemAThSFmtZ St.","+1-362-844-5410","Mon-Fri Closed, Sat 9AM - 7PM, Sun Closed","77","tdehyVwcNAYLDNznRmaAfSMrKUtEUj","No","3","Good","No","65 minutes","1","Accredited","http://hrbqziwvsb.com"
"2454","8.0","hYuVKAYTvHeLLZHawChX","Social","FbQLyqzMDguxlgn","4878 TqnoUFcxrlXCaDC St.","+1-855-811-8025","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","61","zorwmAwqjCyFIDcVsgPKAmsrIXSkYP","Yes","2","Good","Yes","55 minutes","6","Not Accredited","http://jmzzgxlknm.com"
"2455","46.0","GKecwdYuJPceYNjvyveH","Recreation","FyGLFcAWIqqVdVw","7089 TzcYHEKatHIbFIb St.","+1-413-710-5469","Mon-Fri 8AM - 10PM, Sat Closed, Sun 8AM - 10PM","23","YRKuheWwOjqfgIhdqwrlYDJkCNuXoV","No","5","Poor","Yes","76 minutes","4","Accredited","http://pdytpogp.com"
"2456","41.0","OpgTBOjyvNymuQcZIlMR","Education","VrAiLDmtOGcZInj","7639 HJNKqQctEqXtDKX St.","+1-934-760-4981","Mon-Fri 7AM - 6PM, Sat 7AM - 6PM, Sun 7AM - 6PM","76","ciBoFukYGYXyADiliczVSpsasdubNO","No","4","Poor","Yes","35 minutes","10","Accredited","http://jojwajgdn.com"
"2457","32.0","OHvVsmdPSGbYEaxZohGB","Social","eRPPWIQUJWXWQGe","2302 btjcrtbkGHQfOKR St.","+1-595-518-4641","Mon-Fri 8AM - 7PM, Sat Closed, Sun 8AM - 7PM","4","NnuJdZahmxWhvfpjvackmBJnyaTwPS","No","2","Poor","No","102 minutes","6","Not Accredited","http://nlvyes.com"
"2458","41.0","bXckNAXxSocfekKUSYey","Education","hLPcCocHbsabDpR","7143 soKphVplGjFMKkO St.","+1-328-719-3006","Mon-Fri Closed, Sat Closed, Sun Closed","1","VlzbVYcwqvnUZUuaXkCORUJRFzgTYx","Yes","3","Average","Yes","23 minutes","8","Not Accredited","http://gnzpk.com"
"2459","55.0","iNSfbskVajjtbLXFfGBT","Recreation","EDSvQrDGrPbvdKH","5280 inIhePPceWWayqW St.","+1-682-948-8757","Mon-Fri Closed, Sat Closed, Sun Closed","23","FuGoXSvlyULzJwEHSZqZIZLuEnYZWk","No","3","Poor","No","10 minutes","10","Not Accredited","http://cafqh.com"
"2460","4.0","BKLcyJznuZJFDHJVMHaF","Recreation","cjBpIECeOkubEPO","2413 OhqdTtEpnXoAGDg St.","+1-779-776-4430","Mon-Fri 9AM - 11PM, Sat Closed, Sun Closed","5","tKvaYgoqNQAVHIwHBxBtqAydWOVkel","No","4","Good","No","62 minutes","2","Accredited","http://qmoqxwotvs.com"
"2461","77.0","MGduOPHyZorrWgHKnNNR","Recreation","sufDzHInGUCvBvC","3917 MNMDRSjEhUoqaOG St.","+1-674-483-5386","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","41","jcQXgGexTdEvNwtThPIOCzAvorAlHc","No","3","Average","No","44 minutes","10","Not Accredited","http://hcfcincl.com"
"2462","28.0","SiMiYJKxJcALTCSvNDeI","Education","AtUUwxPVxidNVxt","4383 idBAOuIkxZRfzNV St.","+1-485-234-7009","Mon-Fri 7AM - 11PM, Sat Closed, Sun Closed","81","mIUqcYaNhoJZEInMCOhqxWMQDrBIyX","Yes","4","Poor","No","51 minutes","9","Accredited","http://vnemunzejy.com"
"2463","8.0","LSUWuIApvORXgEQezlTV","Healthcare","lDQJLtQCylmbxdx","9196 IPAGtqYyVqaWVoA St.","+1-331-942-5398","Mon-Fri 7AM - 5PM, Sat Closed, Sun 7AM - 5PM","56","pDXNmRMiDkFicGdlRRQciGbvihrpvU","No","2","Average","No","34 minutes","10","Not Accredited","http://dmmqzr.com"
"2464","8.0","hBNtLvBNnffIeyxzgegz","Social","OVSPsMetGjTvFUA","6041 NSIuLxIXAkifWuJ St.","+1-257-462-7717","Mon-Fri Closed, Sat 9AM - 6PM, Sun Closed","64","PrwhnqLgEPsvPkIpGjwngBwFftyFWu","Yes","3","Poor","No","77 minutes","4","Accredited","http://sllyawh.com"
"2465","11.0","tRsquumgbWOGgMoKNMgk","Healthcare","xEKXmzicDqGwrMf","5876 pDlZSoRYYTykgVv St.","+1-558-574-1306","Mon-Fri Closed, Sat 7AM - 11PM, Sun Closed","81","DvQlULbPMKgVFQijJIkQIJVtQvyCud","No","5","Good","Yes","55 minutes","7","Accredited","http://bvyxmftvfu.com"
"2466","68.0","EdEuGhFpnmHdtVKkLYtc","Social","OVlXJifdoUAtNeB","3148 rzeTDXLqSWXmUnz St.","+1-510-604-9391","Mon-Fri Closed, Sat Closed, Sun 6AM - 5PM","55","gIigKsLCKbKbDqdrOmOtIGsENbBvwH","No","2","Average","No","50 minutes","8","Not Accredited","http://sznmqtqbfy.com"
"2467","49.0","GzIWAYocDtVwiUzfPqtS","Education","JClgfUODvdpRRdq","8266 qdLvjFgxAqGxgkd St.","+1-464-875-1089","Mon-Fri 6AM - 10PM, Sat Closed, Sun Closed","31","unodtKEzuXoxKTVldenOOUteEdhcWi","Yes","4","Good","Yes","24 minutes","8","Accredited","http://brdzz.com"
"2468","7.0","DJuNBauaNvlYaFmapWuF","Recreation","ysMurLdoWqJYzYK","4055 HBttrkYvbhMffOH St.","+1-313-662-7602","Mon-Fri 8AM - 5PM, Sat Closed, Sun 8AM - 5PM","31","jxPNKbGdEjNQQAUQBzQddcGXhnDvDg","Yes","2","Good","No","73 minutes","4","Not Accredited","http://jpwknin.com"
"2469","50.0","ncopisVLWsepkizRmSqP","Social","CkXUmFZnRGbsLnb","7960 uUZodxYcPFWHuBL St.","+1-218-375-9201","Mon-Fri Closed, Sat 9AM - 6PM, Sun Closed","64","YNIZNkEKrJREznsKvGVilrsKIBKgjw","No","3","Poor","Yes","77 minutes","5","Accredited","http://axajyini.com"
"2470","48.0","ddnyCIcmelOTeDdqcQSo","Education","jfptlSfarvDgRlu","1010 osweSRYXfhvrmKt St.","+1-485-365-7801","Mon-Fri 6AM - 6PM, Sat Closed, Sun Closed","60","pcSJhJsjadDGVjYQIGdmOreaCVpsHv","Yes","3","Average","No","70 minutes","7","Not Accredited","http://empnjx.com"
"2471","6.0","oCONgrXIuCLgxvtjiQFR","Social","uUUZtyKAugGsTzD","5417 nISVYLyzFEAUdTf St.","+1-368-903-7391","Mon-Fri Closed, Sat Closed, Sun Closed","98","pwMIIoVRPEyzrZBMsMTZcRsYNUstzV","No","5","Average","No","73 minutes","8","Not Accredited","http://vimswguu.com"
"2472","41.0","UrYcqqOhQckPGcfdZkeC","Education","pziBdoVXMRSmCHa","3774 UReyrYXnIAowSEl St.","+1-226-678-8837","Mon-Fri Closed, Sat Closed, Sun Closed","42","PIegdVnzELGrmzvwXlvIStvgRDaSHW","Yes","4","Average","Yes","24 minutes","10","Accredited","http://cocphhohyp.com"
"2473","24.0","CADnFYJmGgVjsDaQBejU","Social","LtcrnBWiFJMxVwQ","3550 nlBPqKUmFgjRWcC St.","+1-656-709-9678","Mon-Fri 7AM - 10PM, Sat Closed, Sun 7AM - 10PM","56","OPtJTcJXSEXBeVdmoSDRTqNjbkllWW","No","3","Poor","Yes","107 minutes","6","Not Accredited","http://esexexop.com"
"2474","6.0","uyCudXSZUsoAUxyFdMAl","Recreation","pbuIZRqKUtBBRvy","6582 gCoGBqxVjRQmvaz St.","+1-585-276-6661","Mon-Fri Closed, Sat Closed, Sun Closed","56","wpdMcnMSqgeakoUIyjtJnCDoGQYYjt","No","5","Average","Yes","61 minutes","9","Accredited","http://bpmitshe.com"
"2475","31.0","UhFQLiUYYwxUoFVWDmrQ","Social","OHuLEkXfsIASVOy","226 nKCCZihRSgxNdYC St.","+1-663-628-6335","Mon-Fri Closed, Sat 8AM - 11PM, Sun Closed","38","uQWJKexolKCmpbUZivgJCkrYJHJBDq","Yes","1","Good","No","105 minutes","8","Accredited","http://eabltxxuc.com"
"2476","8.0","xxbfRPMxEIhWokdpmqhs","Education","bzjtXWQFgMzzvSi","6067 PpVcMQgjqCaFyfw St.","+1-802-919-9297","Mon-Fri Closed, Sat 7AM - 5PM, Sun 7AM - 5PM","98","AeMasPhILzkeebJIHXwKrooKHZYRkO","Yes","2","Good","No","28 minutes","5","Not Accredited","http://qzlan.com"
"2477","8.0","gRMcbUXFLCqAVwdHSiSy","Education","RUKcJTwEZeiifGT","448 PcjWQPgVLqkdVqO St.","+1-454-963-2429","Mon-Fri 7AM - 8PM, Sat Closed, Sun Closed","16","TsfAiwYEiJAsXCKvzLiWhEkTsybQHX","No","3","Average","No","66 minutes","7","Accredited","http://wcpvp.com"
"2478","3.0","zfHMSyoQrMYKzPvcQnLY","Recreation","XmXYuvyowNPPwTq","3337 LCROyTuVyHNcMsA St.","+1-858-243-7288","Mon-Fri 9AM - 7PM, Sat Closed, Sun 9AM - 7PM","32","bQrwfcjbKuoSaHtQkpEaOYUpqcgeKZ","Yes","1","Average","Yes","53 minutes","8","Not Accredited","http://fsyti.com"
"2479","3.0","AjqUGAIztMGamiyRjqLs","Education","HnigKBvNIUgSnQl","2371 qYLYjskPFwAmjlL St.","+1-438-228-3358","Mon-Fri 8AM - 7PM, Sat 8AM - 7PM, Sun Closed","85","rgPPNepORelqbPKkekJHLmroMnynXv","Yes","4","Average","No","13 minutes","2","Not Accredited","http://svourz.com"
"2480","69.0","uiIKYGoynhYYImJJzwdc","Social","AIDCBjNErtcCtUa","2139 lbsUqthGoocPaLw St.","+1-822-711-3146","Mon-Fri 8AM - 5PM, Sat Closed, Sun 8AM - 5PM","22","ChgGiaASMloDuqDYJOrUpMaqUxwZCF","No","3","Poor","No","16 minutes","4","Accredited","http://wsows.com"
"2481","6.0","oJTQOwbCoIaEyzUkmwJv","Healthcare","qOwCnfXaXkxShCy","7560 aaHVlWsJMfougtX St.","+1-374-275-8261","Mon-Fri Closed, Sat 9AM - 11PM, Sun 9AM - 11PM","97","AELddZDnnAAFdAwjwTcwxlJkwEVbRU","Yes","3","Average","Yes","93 minutes","6","Accredited","http://wjvjjmdsic.com"
"2482","6.0","BsctEqVBpTZarQtwOTrf","Healthcare","ZjvYWXaYazYMIpB","2133 GeaKUvXUrXMMAsj St.","+1-828-469-8449","Mon-Fri 8AM - 9PM, Sat 8AM - 9PM, Sun Closed","34","HStxmGMrGpMcsjwDqIayaNCvcHhgwH","Yes","4","Good","No","114 minutes","2","Accredited","http://mrekpsxn.com"
"2483","6.0","aRqfcFedIryMdxKlBDVf","Social","SbzcdFBBrViMWBM","7301 WFQuiLfaDosNNTY St.","+1-236-430-3103","Mon-Fri Closed, Sat Closed, Sun 6AM - 11PM","92","ujYDjMlHMtSMgbrszNVEsyyjpNPgVP","No","3","Poor","Yes","77 minutes","9","Accredited","http://hpmfhl.com"
"2484","27.0","wvvNQDZjOuZnWQBkdWLE","Healthcare","EKyerygyjmpgyNe","2656 bOuoSglzxiuNxtd St.","+1-977-456-8816","Mon-Fri Closed, Sat 8AM - 7PM, Sun 8AM - 7PM","22","xAIncvNyjXlSfvCdhuRrFEGbuxWXwY","No","3","Poor","Yes","99 minutes","9","Not Accredited","http://nqsbaf.com"
"2485","8.0","wmHDPAJumxBtnoAMcgpN","Education","LAdhNLZynvnLsjM","8318 MEbcQGnQwnOLmQI St.","+1-975-486-5598","Mon-Fri Closed, Sat Closed, Sun Closed","30","KuAhdDVfyEKzvorkYENGmgDGtYDbDe","Yes","3","Good","No","66 minutes","5","Not Accredited","http://nzivmqkhjp.com"
"2486","1.0","RgrcXhYMRXXnGVNiCyaL","Education","hXkFSeRDEpxffUo","4139 ZFnkvoHtDQqiUPr St.","+1-837-607-9396","Mon-Fri Closed, Sat 9AM - 9PM, Sun 9AM - 9PM","91","CYcxAuLYmPfydqyBiNqfmHALIyEsFm","Yes","5","Poor","Yes","52 minutes","8","Not Accredited","http://nyaqwvyvmz.com"
"2487","28.0","pgePdtHhMNfJlcTZASZf","Recreation","jBOIQkMPyZjNOAN","4136 vUVTzmuCEtRflcr St.","+1-978-989-3614","Mon-Fri Closed, Sat Closed, Sun Closed","3","KqjbxHxKNUcVmLZmJTXnOJGWWjsCtA","Yes","2","Poor","No","31 minutes","10","Accredited","http://oiqgklyeqp.com"
"2488","32.0","zdLkyjPTWSQTZhEoMGIR","Education","iNUsHqlHJxfTjIo","9425 wZaUQqbbpOcMthz St.","+1-886-659-9848","Mon-Fri 9AM - 8PM, Sat Closed, Sun Closed","3","TTTEtnJdJhEFqIkDlqDGpJxvekutNN","Yes","4","Good","No","102 minutes","10","Not Accredited","http://lsfjftvjm.com"
"2489","32.0","rTAalpOwvyzBWEEVRFQJ","Healthcare","LIlOxDUHyxshbmq","8321 OgWKYrtAMgSVRkt St.","+1-530-596-7428","Mon-Fri 6AM - 7PM, Sat Closed, Sun Closed","70","peBQfypFdFyClLuCDcZSaHdxyfeJYo","No","5","Good","Yes","69 minutes","6","Not Accredited","http://xjgrz.com"
"2490","38.0","gSARGBrsOLKzlxbhiYfx","Healthcare","cmiNlCpRLaIdhmE","2675 luqUCPZLsJZnavx St.","+1-474-765-9348","Mon-Fri 9AM - 11PM, Sat 9AM - 11PM, Sun 9AM - 11PM","8","oswpfElyhkWlxQTOFwWSjBGjVsWmJX","No","5","Average","Yes","94 minutes","9","Not Accredited","http://hnyhxmo.com"
"2491","32.0","JUIOzROwIZrbQDoPWPgL","Recreation","fqrfFiGCKTeKZwc","3998 AoKAcPtmZzxVuqd St.","+1-270-726-6799","Mon-Fri 6AM - 10PM, Sat 6AM - 10PM, Sun Closed","57","xbfnPOVVhLvdZSIXIqFrkzgosubABy","Yes","1","Good","Yes","96 minutes","3","Accredited","http://voahkng.com"
"2492","14.0","mFfsHlfJPyVgdBoJapxB","Social","TNCEDRvjWipEfYC","1840 mVWoNLSWhJZTCaF St.","+1-729-870-2461","Mon-Fri 8AM - 10PM, Sat 8AM - 10PM, Sun 8AM - 10PM","77","EzCRRBoqdQphUboMpMOVfIfMtJCxPJ","No","2","Poor","Yes","100 minutes","1","Not Accredited","http://lnfyoyimc.com"
"2493","8.0","IAweDEIOcjEzjDGDzfmN","Healthcare","QxGFqklNtiJEZyO","1557 DuVLQWQGSIlzKVP St.","+1-753-253-7699","Mon-Fri Closed, Sat Closed, Sun Closed","88","JyYFAgpqJKCYhndLKtggAqlDpVinHw","Yes","2","Poor","Yes","39 minutes","6","Not Accredited","http://kkllwu.com"
"2494","32.0","sDrNyRcxGFSklwNiIYDN","Education","tbqYQeqlcyXBZVh","1420 oUOqtTngrzVCMST St.","+1-311-342-2254","Mon-Fri Closed, Sat 7AM - 5PM, Sun Closed","39","tAJOadLvBPjGHUcUoeHtSyVVDGTIcf","No","3","Poor","No","96 minutes","6","Not Accredited","http://utxnzv.com"
"2495","31.0","KCHZQCSnxuJgrAcQazsn","Social","yBCVjeeGZuHVJWV","9515 HUrUseWAPsNLckB St.","+1-294-788-3515","Mon-Fri 7AM - 11PM, Sat Closed, Sun Closed","86","ZHgJFkiRMXDSrqsfnyKhBdhmgXOUcb","No","4","Average","No","32 minutes","8","Accredited","http://leiddsf.com"
"2496","41.0","BjyHfbrizMovMTRtnUEf","Recreation","xOurzlBmJEBikuT","8602 HOIMAwXvwPkvFhj St.","+1-651-358-8787","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun Closed","51","xCLPeiCcqdLWXczzCsPEezTZNtCIeE","Yes","1","Average","No","26 minutes","7","Accredited","http://sngqnyfp.com"
"2497","32.0","ndEZtuvPigwnUFWMRerI","Social","RZzmYjYtKOkrquH","4659 yDvxdNFmHGrUCKD St.","+1-366-718-1190","Mon-Fri 9AM - 9PM, Sat 9AM - 9PM, Sun 9AM - 9PM","68","fokBFbzkrjuMkAxnEBOpYeEligWCHV","No","4","Good","No","56 minutes","7","Not Accredited","http://gfvjogieg.com"
"2498","8.0","mfxMmQlpVgQEiSSMJthx","Recreation","lTZNSPZDwJPGNCE","4707 SPSXtDYRuucBAQF St.","+1-619-515-8692","Mon-Fri 9AM - 6PM, Sat 9AM - 6PM, Sun 9AM - 6PM","4","GFbiYajSbxhheWoidobwnIjSWEBSCg","No","3","Average","No","57 minutes","2","Accredited","http://stzfjbh.com"
"2499","8.0","yVNyAyiNXdmMDQzndGYA","Healthcare","wxsIPqfxsqTrorf","9354 YLSuyhozodTBsNO St.","+1-336-362-8348","Mon-Fri 7AM - 5PM, Sat 7AM - 5PM, Sun Closed","43","ILnOeHZPvfOhCmSxFEaiHYdaiHWtrK","Yes","2","Average","No","35 minutes","7","Accredited","http://qmhmqioj.com"
"2500","28.0","eJxYEKLgFALVITxzNNFO","Recreation","cVvIQzGXBEiLnwA","1141 cKpvNTnHbUbjGfG St.","+1-580-628-5079","Mon-Fri Closed, Sat Closed, Sun 9AM - 11PM","34","vmrfqVKtZTNhDozFSZaQaNTgzpeZup","No","4","Average","No","23 minutes","3","Not Accredited","http://tdiuqgkrd.com"
"2501","32.0","YjIWzCthsCCwKGtfJfmC","Healthcare","CLwyonlsHlTrgFQ","1358 gOUUxEQYcMfQxZq St.","+1-550-261-8092","Mon-Fri 8AM - 9PM, Sat Closed, Sun Closed","57","baHeerSsXcbYEXWqAKKNlxOwPncHXj","No","3","Good","Yes","34 minutes","4","Not Accredited","http://ucxniylr.com"
"2502","8.0","btFdkLSxcdoVvlBHIAjE","Education","IKFgrabXMGhHJJo","7090 hlqlpmImTeprIgT St.","+1-633-539-9110","Mon-Fri 6AM - 8PM, Sat 6AM - 8PM, Sun Closed","61","BmonqhVdQKREDTXQmMWvJiWpMvtlyL","No","5","Good","Yes","69 minutes","6","Accredited","http://oubywl.com"
"2503","32.0","gZSoWXbRgburpPArRgyU","Healthcare","ptJXBEPBhOWgNnr","8800 YTuIpnWUjVvMivp St.","+1-925-832-7087","Mon-Fri Closed, Sat Closed, Sun Closed","88","HooYeruqloSTTNpuxyYvuInwuOAPCM","No","1","Average","No","28 minutes","4","Not Accredited","http://qvpygofncx.com"
"2504","45.0","YKeVhSQljVtOmAICEMzE","Social","jTsHQvScINEJWuS","9340 JqKWjuPVNTiVIHr St.","+1-752-973-2203","Mon-Fri Closed, Sat Closed, Sun 8AM - 6PM","63","vxxItwMxePARojSKCZwxEQdJjAIJgk","Yes","4","Poor","Yes","31 minutes","6","Not Accredited","http://pasqanmj.com"
"2505","32.0","coaiYfKFNUSgUeXYZPfi","Healthcare","lsYPKFiLPFDIuJI","8190 lmQnnGbGTyFobRh St.","+1-484-315-1848","Mon-Fri Closed, Sat Closed, Sun 9AM - 10PM","32","ewMfvUDRTjwZTXFWCPrvIlbYFzowvD","Yes","5","Poor","No","107 minutes","2","Accredited","http://iefgebpbw.com"
"2506","24.0","rqEwTmmdwhLUEUlFCMnt","Education","LmEUyrxgcideBPg","8245 VdLwsiGutXkSbPZ St.","+1-730-295-7798","Mon-Fri Closed, Sat Closed, Sun 6AM - 6PM","63","kBKiqPBHaeBGCYuBitNdislFZpNnGJ","Yes","4","Average","No","51 minutes","4","Accredited","http://hmvqpvo.com"
"2507","32.0","sSbSONRNbuGKCcqqTiDB","Education","XWzLqHccFlNkGyG","8670 zlFWrUYbUmPmJhL St.","+1-792-350-7890","Mon-Fri 6AM - 7PM, Sat 6AM - 7PM, Sun 6AM - 7PM","36","yZcMwkyZuouFBCAUdwHEosHhgqSFDU","Yes","1","Poor","No","75 minutes","5","Not Accredited","http://tzxft.com"
"2508","1.0","LvyzosBExekyCLSJMeRZ","Recreation","SXsljARUcvqsAfL","7087 QbVKMxDHQxqoNgU St.","+1-339-586-5948","Mon-Fri Closed, Sat Closed, Sun Closed","69","PCmeMKCHBOJylVPETlLlRGOYgvKwAa","Yes","2","Poor","Yes","82 minutes","8","Accredited","http://ncbjbuh.com"
"2509","66.0","rzpRulKNXvDgsNFNzIHF","Recreation","zIktUHOOFLvZBWZ","4322 MfNHZLIIxmPMOXy St.","+1-350-604-4430","Mon-Fri Closed, Sat 8AM - 6PM, Sun Closed","47","VodTiJYrTiVyXMMTefDOGXLRYgAUzM","Yes","4","Poor","No","73 minutes","1","Not Accredited","http://jpzaarvske.com"
"2510","70.0","tVZoNiTCbQQzDiVFFowI","Healthcare","bibVdmViNNLPBIg","3118 cctqMwEhusRevxV St.","+1-844-315-6871","Mon-Fri 8AM - 5PM, Sat 8AM - 5PM, Sun Closed","63","ofDCaxiQmMXAyfZDpvBPuPZxCPVjEP","Yes","4","Poor","No","113 minutes","6","Not Accredited","http://kuzeutyrda.com"
"2511","32.0","NSwFfwmssQecDxbIVqKY","Education","BYyzXAnmBqPsyXQ","1697 sYOXhOJYpdyIout St.","+1-337-522-6625","Mon-Fri 7AM - 8PM, Sat 7AM - 8PM, Sun Closed","2","LxCvAwpIwZydTVTrMcRZedViyqdEFp","No","4","Good","Yes","47 minutes","2","Accredited","http://yumvlanyz.com"
"2512","28.0","XopwxdStQAHZUnNKYStV","Healthcare","TJeGCREYZWMqMWP","2883 NsgxWWUTdCvYZqA St.","+1-640-438-2606","Mon-Fri 9AM - 10PM, Sat 9AM - 10PM, Sun 9AM - 10PM","66","qiJNmvsQjxTbWVEeFgqhXkwtOckXNJ","Yes","3","Average","No","53 minutes","7","Not Accredited","http://pvpfjfvpup.com"
"2513","8.0","VvCPHiTjEYKTmEPuiQKK","Education","rTBRFxHxrJwZcAv","8981 eDqIKnnVMBUXRqw St.","+1-443-557-8677","Mon-Fri 8AM - 5PM, Sat Closed, Sun Closed","23","NMUTJiBfKxiDfLkJwBvhNfAWiZVYkM","No","1","Poor","Yes","22 minutes","7","Not Accredited","http://iayzad.com"
"2514","1.0","nViQmNZYqJXOQqumqhzA","Social","WjuejdBtJHySlhV","5812 aVfPBRkbqGyNURq St.","+1-865-638-6995","Mon-Fri Closed, Sat 7AM - 7PM, Sun Closed","87","VauOXBtMvDbZvSCPMAHHSMWDsTJPtO","Yes","3","Good","Yes","19 minutes","10","Not Accredited","http://felftx.com"
