"Building_ID","Community_ID","Community_Name","Description","Zip","State","Country","Area","Population","EmploymentRate","CrimeRate","Amenities","PublicTransportAccess","QualityOfLifeIndex","HealthCareIndex","CostOfLivingIndex","PollutionIndex","ClimateIndex"
"112141","6.0","LAKE VIEW","Description here","60657.0","MN","USA","7.9 sq mi","36171","0.58","0.12","AyjaTrAFHcoFaRTSzgZz","Good","52","76","75","48","11"
"112078","10.0","NORWOOD PARK","Description here","60656.0","NE","USA","63.6 sq mi","6136","0.79","0","tTIzeQHCctoEhYmSiVKa","Poor","56","82","60","97","61"
"111959","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","28.2 sq mi","42409","0.52","0.36","YBwrZcHFrpfrNJRPggRo","Poor","63","51","97","15","25"
"111695","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","22.5 sq mi","24536","0.85","0.12","nuSkrOzUlhqWJTPdasjx","Poor","51","57","61","23","66"
"111633","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","6.0 sq mi","35880","0.99","0.32","RuUnRSiUnONBZTIIRVmE","Average","55","64","83","2","84"
"111536","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","1.8 sq mi","30289","0.72","0.24","qrlboXsNcdQfJTTbIwZe","Average","83","90","63","58","78"
"111452","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","96.4 sq mi","2115","0.66","0.27","tNcUTaAGScVVUCJBYwdY","Average","81","69","70","37","32"
"111157","21.0","AVONDALE","Description here","60618.0","IL","USA","36.7 sq mi","3257","0.86","0.47","HysIBIyYhncrXQuZirjV","Poor","78","99","76","9","25"
"111038","32.0","LOOP","Description here","60611.0","VA","USA","83.6 sq mi","48286","0.71","0.26","iwFeStkUBQBmRzxFwEnM","Poor","85","84","73","90","14"
"110887","5.0","NORTH CENTER","Description here","60618.0","IL","USA","62.9 sq mi","35921","0.53","0.26","vzDTeROfqeziXvLQaEgp","Good","51","88","79","53","54"
"110854","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","89.2 sq mi","22861","0.63","0.1","mUwkLamHmhZeudpGlYbF","Poor","50","64","73","59","76"
"110743","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","21.4 sq mi","22292","0.73","0.21","wUVHmrRLPYuluQAEgyBC","Good","93","94","90","4","17"
"109891","41.0","HYDE PARK","Description here","60615.0","VA","USA","6.3 sq mi","1031","0.93","0.35","xgndgjgTtfYxIzfoZOPK","Average","72","50","52","40","72"
"109613","8.0","SOUTH LAWNDALE","Description here","60608.0","IL","USA","46.9 sq mi","44151","0.67","0.34","lFLQBNdMrlEkcgMWzOsi","Good","82","54","95","59","22"
"109573","2.0","WEST RIDGE","Description here","60645.0","IA","USA","15.3 sq mi","43041","0.66","0.27","ZeJkFJODhrySQHGkYdjC","Poor","66","96","55","49","29"
"109549","1.0","ROGERS PARK","Description here","60626.0","IL","USA","85.8 sq mi","14911","0.9","0.48","SqDREnmyYEpGeizEbGZF","Good","68","88","58","83","64"
"109510","39.0","KENWOOD","Description here","60615.0","VA","USA","24.5 sq mi","21980","0.91","0.19","GtJJRPIiGGCDXMIQxeLc","Good","59","63","73","46","57"
"109413","6.0","LAKE VIEW","Description here","60657.0","MN","USA","41.6 sq mi","23686","0.79","0.23","TgEvyhkcohSTUAbEsdRF","Good","90","84","52","24","3"
"108602","7.0","LINCOLN PARK","Description here","60647.0","IL","USA","8.0 sq mi","23437","0.8","0.26","TSpivLcmHGvYjTJumxWZ","Poor","53","70","90","83","15"
"107970","38.0","GRAND BOULEVARD","Description here","60609.0","OK","USA","66.2 sq mi","28788","0.72","0.38","INtLokzbnbcJkceBcACq","Poor","75","58","62","4","5"
"107939","3.0","UPTOWN","Description here","60640.0","IL","USA","49.7 sq mi","31928","0.52","0.05","DxqjFShQsdkwAJwhvxuu","Good","79","61","79","68","15"
"106618","32.0","LOOP","Description here","60606.0","IL","USA","58.5 sq mi","3944","0.56","0.3","QbpXTHVBIAtxsKKKTung","Poor","52","91","94","35","29"
"106236","32.0","LOOP","Description here","60638.0","FL","USA","16.5 sq mi","15276","0.73","0.16","eCiBvpOZRxdOZNweZgqf","Average","68","57","88","0","76"
"106221","6.0","LAKE VIEW","Description here","60657.0","MN","USA","4.9 sq mi","6216","0.51","0.1","LHQTupzMAIoFmyWjCbkA","Poor","73","88","98","49","2"
"106159","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","27.1 sq mi","45194","0.68","0.48","HcfFTvzdllPmPRxuucRU","Good","73","51","52","55","21"
"106125","77.0","EDGEWATER","Description here","60660.0","IL","USA","7.4 sq mi","48571","0.99","0.1","dtPNrrtYJclGVQHLGPuh","Poor","52","55","62","38","30"
"106122","50.0","LAKE VIEW","Description here","60657.0","MN","USA","99.6 sq mi","16472","0.56","0.17","nYWqfsSHWAAXrwsTBlQi","Poor","85","52","62","30","99"
"106112","3.0","UPTOWN","Description here","60613.0","VA","USA","7.2 sq mi","1002","0.9","0.4","JbHahOocLeijjiUHkqhW","Average","93","61","77","63","47"
"106108","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","57.6 sq mi","15078","0.54","0.28","bcivgNhTdceTHJOxUHHj","Average","100","55","59","26","34"
"106067","39.0","KENWOOD","Description here","60653.0","VA","USA","95.4 sq mi","26016","1","0.16","vCNVNkaRpLbhACXGBxBW","Average","68","69","80","82","22"
"106052","35.0","EDGEWATER","Description here","60660.0","IL","USA","32.6 sq mi","43161","0.82","0.49","KUsUxTOjDbrnDtWxijah","Average","71","64","88","43","33"
"106046","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","97.1 sq mi","43908","0.58","0.17","rLCrgTeEWxldQlqeMnSj","Poor","54","51","100","30","84"
"106030","6.0","LAKE VIEW","Description here","60657.0","MN","USA","88.7 sq mi","12707","0.89","0.41","oEgSidzjoJiriyGDacJl","Poor","87","96","73","42","93"
"106017","43.0","SOUTH SHORE","Description here","60649.0","VA","USA","36.2 sq mi","13176","0.88","0.47","jbBKdSSFfmvSAIFosjQu","Poor","55","58","53","59","40"
"106014","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","70.3 sq mi","1687","0.7","0.01","tcctPMJMnuFFWAaJkuip","Good","78","68","69","83","66"
"106000","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","84.5 sq mi","48676","0.57","0.12","CdUmwesLBLyUlBkrIuoQ","Average","93","98","53","77","53"
"105989","24.0","AUSTIN","Description here","60644.0","IL","USA","95.0 sq mi","38173","0.81","0.29","dQbGULASmWiVLljIGGmN","Poor","96","51","65","72","69"
"105983","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","95.2 sq mi","27183","0.69","0.49","ivqclBaKDlXyKhDZbXMl","Poor","99","75","51","28","64"
"105938","8.0","HYDE PARK","Description here","60615.0","VA","USA","64.4 sq mi","37870","0.74","0","mtJxRrrRjVEpkQcRqlYp","Poor","86","71","52","37","74"
"105864","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","84.6 sq mi","10590","0.79","0.08","eaoLuysusPJjoeZMEKTU","Poor","90","72","60","25","82"
"105858","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","46.2 sq mi","14724","0.61","0.04","SMiDqWgrpOXDNvQUISOj","Good","83","99","78","67","31"
"105792","45.0","AVALON PARK","Description here","60614.0","VA","USA","33.4 sq mi","30480","0.89","0.09","dJkgaluFWBlsoFzlycul","Poor","88","92","64","15","29"
"105788","22.0","UPTOWN","Description here","60613.0","VA","USA","31.9 sq mi","35159","0.69","0.25","XMKbjujsfYFqqvpqEork","Poor","55","56","85","89","55"
"105749","32.0","LOOP","Description here","60611.0","VA","USA","58.9 sq mi","30194","0.69","0.03","dvusBDLEAoQlwIHFxJRt","Average","54","91","97","41","38"
"105725","43.0","SOUTH SHORE","Description here","60649.0","VA","USA","31.0 sq mi","9272","0.51","0.26","BysZJEsyAwabzDRVyzFo","Poor","75","79","83","7","78"
"105673","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","7.1 sq mi","10403","0.67","0.32","OHlyBwsWXwSKwNloPpUD","Average","58","77","77","22","59"
"105653","35.0","DOUGLAS","Description here","60616.0","IL","USA","63.6 sq mi","36691","0.58","0.17","iUvowwOhANlwAVtCiBAz","Poor","75","52","52","26","11"
"105619","6.0","LAKE VIEW","Description here","60657.0","MN","USA","75.4 sq mi","32302","0.73","0.17","XELTnpuogSOMuVzccxPL","Good","80","56","89","45","2"
"105617","39.0","LAKE VIEW","Description here","60657.0","MN","USA","75.0 sq mi","28294","0.67","0.07","XxChYYsldAvaPWVAIWdp","Good","65","55","54","70","81"
"105615","7.0","LINCOLN PARK","Description here","60657.0","MN","USA","9.7 sq mi","2931","0.56","0.43","OlsuUfXAWsHboBEbBjxA","Average","62","63","68","80","91"
"105608","6.0","LAKE VIEW","Description here","60657.0","MN","USA","4.0 sq mi","8866","0.59","0.1","gGBmskdMpWrKWDQOvAJM","Average","97","59","70","89","45"
"105604","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","36.5 sq mi","25338","0.93","0.16","VcAfAsERJdNarctcwpcU","Poor","72","87","81","44","29"
"105596","24.0","WEST TOWN","Description here","60614.0","VA","USA","81.6 sq mi","39616","0.99","0.1","xqfQSZxThwTnogIsxyyq","Poor","72","72","53","58","45"
"105533","77.0","EDGEWATER","Description here","60660.0","IL","USA","48.2 sq mi","30655","0.82","0.31","mTWoBGikJaPRNneShVMB","Good","75","69","96","38","11"
"105490","77.0","EDGEWATER","Description here","60660.0","IL","USA","94.9 sq mi","4972","0.94","0.24","xAtDIQCrcuZSRJwONoJo","Good","53","68","78","62","86"
"105484","77.0","EDGEWATER","Description here","60640.0","IL","USA","71.0 sq mi","21787","0.65","0.15","LxQcsDWwujvJLcDndIdw","Average","65","75","66","33","16"
"105478","77.0","EDGEWATER","Description here","60660.0","IL","USA","40.5 sq mi","23192","0.71","0.31","lJDWGztyIJoGfWgiTIft","Average","81","78","68","53","98"
"105454","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","71.9 sq mi","9281","1","0.49","UWGGhrOIEtcMUUbkTtbj","Poor","89","81","72","45","70"
"105441","34.0","ARMOUR SQUARE","Description here","60616.0","IL","USA","4.8 sq mi","33448","0.83","0.31","EQSlNIruGdCtgEGNjQWK","Poor","86","97","53","7","19"
"105391","40.0","WASHINGTON PARK","Description here","60637.0","IL","USA","98.0 sq mi","34051","0.71","0.23","rgvlVpuBYQdmgJhFqvxq","Good","71","99","91","19","6"
"105360","25.0","AUSTIN","Description here","60644.0","IL","USA","52.5 sq mi","34281","0.94","0.26","uqiJpTddhJfZrcEXkxOM","Average","70","89","63","8","10"
"105340","28.0","NEAR WEST SIDE","Description here","60614.0","VA","USA","78.7 sq mi","10198","0.72","0.11","FUqCmASuGWIEPPSBffHr","Poor","77","95","55","41","38"
"105288","8.0","SOUTH CHICAGO","Description here","60617.0","IL","USA","24.2 sq mi","27678","0.79","0.01","mwxvakzIuOAEknduUGTQ","Average","55","66","73","62","56"
"105078","1.0","ROGERS PARK","Description here","60626.0","IL","USA","6.6 sq mi","44126","0.92","0.06","cAmvYIfrABeTWzfNGrFv","Average","93","76","79","86","57"
"105070","1.0","ROGERS PARK","Description here","60626.0","IL","USA","59.6 sq mi","5141","0.77","0.28","kkrVLnGjxBOLHHkTVIiT","Average","59","52","88","7","60"
"105067","1.0","ROGERS PARK","Description here","60626.0","IL","USA","39.5 sq mi","20731","0.58","0.38","YTVvacvrHJYFXLwGmWJY","Poor","63","52","51","38","77"
"105061","1.0","ROGERS PARK","Description here","60626.0","IL","USA","8.6 sq mi","11994","0.68","0.19","NQyupxZElclSGXxZWXnH","Good","91","52","77","32","89"
"105044","2.0","WEST RIDGE","Description here","60645.0","IA","USA","43.2 sq mi","42030","0.67","0.41","SMwTyHmyUNavKVZDLZbl","Average","80","95","94","94","17"
"104931","38.0","LINCOLN SQUARE","Description here","60640.0","IL","USA","43.5 sq mi","45868","0.66","0.29","feoUtoBPssouqkFfXqPv","Average","66","50","68","95","47"
"104849","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","78.2 sq mi","26168","0.9","0.34","upIWPQAmvEIfCIFjWXhI","Poor","80","86","77","30","69"
"104838","6.0","LAKE VIEW","Description here","60657.0","MN","USA","75.1 sq mi","31793","0.91","0.24","zZdGZuKbCiQYOUiSITGp","Poor","80","74","59","55","23"
"104836","6.0","LAKE VIEW","Description here","60657.0","MN","USA","10.0 sq mi","15469","0.74","0","HkBmsoHjPLzSfEsSEsbC","Average","58","74","85","59","39"
"104789","7.0","LINCOLN PARK","Description here","60614.0","VA","USA","80.2 sq mi","35499","0.54","0.12","zdMZLJWXNtrfXGhpvEzx","Poor","98","58","92","51","41"
"104511","77.0","EDGEWATER","Description here","60660.0","IL","USA","80.6 sq mi","23873","0.7","0.25","tDWNgGYrLSIviBpwnADz","Average","58","98","92","30","53"
"104431","77.0","EDGEWATER","Description here","60660.0","IL","USA","57.6 sq mi","2171","0.51","0","YUYKuXpawMYpoIqOzFNz","Poor","90","68","65","22","100"
"104430","77.0","EDGEWATER","Description here","60660.0","IL","USA","49.8 sq mi","40359","0.61","0.14","BdoocSPBJNNhHoFFzabD","Poor","62","67","100","75","16"
"104300","6.0","LAKE VIEW","Description here","60657.0","MN","USA","66.9 sq mi","10562","0.96","0.04","CcvxonMDNlZaEDcPesPK","Poor","51","54","52","47","22"
"104288","6.0","LAKE VIEW","Description here","60657.0","MN","USA","73.5 sq mi","19346","0.85","0.23","veqVqUqLIqCZQmXcBOoD","Poor","96","83","63","34","18"
"104285","6.0","LAKE VIEW","Description here","60657.0","MN","USA","65.6 sq mi","16669","0.91","0.11","PIlmCcnrZLqWbqbmfIxN","Average","100","70","86","1","88"
"104261","6.0","LAKE VIEW","Description here","60657.0","MN","USA","40.4 sq mi","3320","0.59","0.48","yMfcaNQHrsGUuenXwJet","Average","85","97","72","30","30"
"104250","6.0","LAKE VIEW","Description here","60657.0","MN","USA","59.0 sq mi","24508","0.57","0.42","ftGmiZCtWzrNSBgKILAX","Poor","75","88","94","50","36"
"104239","6.0","LAKE VIEW","Description here","60657.0","MN","USA","31.3 sq mi","14878","0.6","0.12","eqJlOASekYNTjVxBsAMf","Poor","79","55","89","17","42"
"104237","55.0","HEGEWISCH","Description here","60613.0","VA","USA","40.3 sq mi","30923","0.87","0.29","hPEREygfZXGqMUGXoAkG","Poor","81","64","53","60","92"
"104226","27.0","EAST GARFIELD PARK","Description here","60657.0","MN","USA","34.4 sq mi","8159","0.58","0.45","umiSCkzplqPodNzfxINZ","Average","95","88","56","39","88"
"104206","3.0","UPTOWN","Description here","60640.0","IL","USA","35.3 sq mi","46261","0.59","0.26","HWHEVUcURcTYPNpxqnvL","Poor","80","55","85","54","20"
"103970","6.0","LAKE VIEW","Description here","60657.0","MN","USA","98.4 sq mi","32823","0.51","0.08","MhhycvAmtaoHZSPGVSZL","Average","66","52","54","80","97"
"103965","6.0","LAKE VIEW","Description here","60657.0","MN","USA","89.6 sq mi","17151","0.87","0.21","aTjFITWpJVfVAbvcniZx","Average","92","78","91","17","10"
"103962","28.0","NEAR WEST SIDE","Description here","60657.0","MN","USA","18.0 sq mi","11728","0.82","0.12","rWgCiDlDmOCbeGtDeGUv","Good","87","58","60","97","34"
"103933","6.0","LAKE VIEW","Description here","60657.0","MN","USA","18.3 sq mi","7699","0.93","0.4","OeHbmUygBdNKixUIKxtw","Poor","53","65","76","59","40"
"103871","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","63.1 sq mi","46344","0.59","0.05","lLRWBCpOZrkZwwZBEPdL","Average","92","90","91","40","17"
"103849","33.0","NEAR SOUTH SIDE","Description here","60616.0","IL","USA","89.6 sq mi","9500","0.68","0.41","uQeBVFpQtcwQtHJAkxZh","Good","85","67","73","35","92"
"103816","55.0","HEGEWISCH","Description here","60611.0","VA","USA","4.6 sq mi","20438","0.88","0.1","xRVwRyXPWWMBIALFaRIn","Average","59","96","55","99","71"
"103812","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","46.3 sq mi","25246","0.61","0.24","dZNnyKbUAEanaNkIhBgh","Poor","56","99","93","96","37"
"103798","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","24.9 sq mi","20610","0.85","0.37","EBETbKNvAlMrjyDsfYsF","Good","64","94","74","28","60"
"103782","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","28.4 sq mi","41467","0.59","0.08","itxlHhfBgYsuVuclUKKX","Good","77","61","100","76","94"
"103778","33.0","UPTOWN","Description here","60640.0","IL","USA","29.0 sq mi","41257","0.77","0.36","kgkuRxZsaunqbxyQoeqn","Average","66","79","85","25","55"
"103766","4.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","16.6 sq mi","14150","0.95","0.11","oqDbFUTcnkEfsfpuoGJl","Good","98","67","88","32","64"
"103761","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","24.9 sq mi","44754","0.92","0.2","nFDphxIDKnDtZRJkHxIv","Good","94","91","83","6","2"
"103759","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","64.8 sq mi","44836","0.81","0.1","KqvlnJvTKmlqrmpCLivr","Good","68","57","67","86","4"
"103748","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","57.7 sq mi","43309","0.88","0.28","ClLOWzYwhDKEJgtCQbQA","Good","69","66","87","4","34"
"103733","76.0","OHARE","Description here","60631.0","MN","USA","38.3 sq mi","12335","0.95","0.24","TNzpoROzTzpEmTKjexrN","Poor","67","58","99","32","71"
"103731","6.0","LAKE VIEW","Description here","60614.0","VA","USA","87.7 sq mi","18026","0.94","0.41","RCfxiJJYNinNUpZKVjPr","Good","93","65","59","95","54"
"103716","32.0","LOOP","Description here","60603.0","IL","USA","14.7 sq mi","31219","0.75","0.35","tCUTLvSIsVtgaGPJsAmE","Poor","56","61","75","31","25"
"103692","32.0","LOOP","Description here","60604.0","NC","USA","84.0 sq mi","14285","0.93","0.22","FxkethgECvMBoaGUApTG","Poor","97","54","65","91","57"
"103689","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","33.0 sq mi","18170","0.7","0.25","cVxgdVsyrFOnWrtwvlkH","Poor","63","88","57","20","0"
"103687","32.0","LOOP","Description here","60603.0","IL","USA","40.0 sq mi","6547","0.75","0.25","UyHxWTkyDpiJxxGaAkNx","Good","91","53","67","20","28"
"103682","39.0","KENWOOD","Description here","60653.0","VA","USA","88.5 sq mi","21473","0.65","0.36","hxwmfBrFFSPMAdVsFXfY","Poor","81","93","83","29","6"
"103681","1.0","ROGERS PARK","Description here","60626.0","IL","USA","76.2 sq mi","37540","0.96","0.4","SihmFfxXMAHqZtIZqsLR","Poor","85","67","97","14","72"
"103677","28.0","NEAR WEST SIDE","Description here","60606.0","IL","USA","44.2 sq mi","5649","0.77","0.21","OgdkYToGLlyMaNUhIrBP","Poor","77","57","93","41","70"
"103661","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","52.7 sq mi","46366","0.69","0.4","JrgRZZXtvZNcwDOiTAJS","Good","52","75","96","73","83"
"103656","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","12.7 sq mi","24091","0.94","0.09","RSlZtfEdeRBYXJStqEjP","Poor","60","62","54","68","64"
"103651","32.0","LOOP","Description here","60605.0","IL","USA","49.2 sq mi","43876","0.55","0.49","JFaOKaRElWrtBAgtYqwT","Poor","52","100","85","70","26"
"103647","32.0","LOOP","Description here","60603.0","IL","USA","75.3 sq mi","16752","0.73","0.2","iswzEeynGXTHpqALalJU","Good","92","51","80","17","94"
"103645","32.0","LOOP","Description here","60601.0","VA","USA","20.9 sq mi","31223","0.54","0.07","wGpIXGexvOFUjYYokJHC","Good","96","89","72","59","46"
"103643","32.0","LOOP","Description here","60601.0","VA","USA","35.3 sq mi","3484","0.85","0.23","QHVETHPUnQtjpggUcFHx","Good","53","78","73","28","38"
"103640","6.0","LAKE VIEW","Description here","60602.0","IL","USA","21.5 sq mi","47225","0.7","0.12","ZqfNdAtznkJjUQBpdrJB","Good","60","61","96","81","11"
"103639","32.0","LOOP","Description here","60601.0","VA","USA","90.4 sq mi","9702","0.57","0.08","LkCZOGCYAkYPGbijvOSv","Poor","71","55","59","75","35"
"103632","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","77.7 sq mi","19254","0.92","0.1","BeMHkOhVqUmtzrYehswG","Average","54","68","93","63","68"
"103628","28.0","NEAR WEST SIDE","Description here","60607.0","IL","USA","78.1 sq mi","23436","0.81","0.21","XTobcouzkAdNxQwZvkyU","Average","58","59","62","89","35"
"103626","22.0","LOOP","Description here","60606.0","IL","USA","22.4 sq mi","15369","0.82","0.04","hoKTHyiGXosexJhSdSXK","Good","71","62","66","22","68"
"103617","25.0","LOOP","Description here","60605.0","IL","USA","9.0 sq mi","41834","0.71","0.27","SGJVfgvkyNRECLnaTFzZ","Poor","81","71","74","18","40"
"103606","32.0","LOOP","Description here","60606.0","IL","USA","35.6 sq mi","27705","0.65","0.09","ElihgvBImKAQeXyDiyNZ","Average","97","55","61","48","88"
"103605","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","61.9 sq mi","36815","0.63","0.13","bBExNOXQZNsGttJJdnJS","Good","90","60","99","51","23"
"103604","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","56.1 sq mi","31595","0.69","0.34","xLgZaSCHYNMpgbuvinIO","Poor","64","96","66","52","53"
"103598","31.0","LOWER WEST SIDE","Description here","60601.0","VA","USA","45.3 sq mi","35083","0.79","0.19","NgjPLinfOgIxwmDwYHin","Poor","88","56","67","77","93"
"103596","28.0","NEAR WEST SIDE","Description here","60661.0","KY","USA","70.2 sq mi","18029","0.68","0.14","yrcxdLlwPeeaLVUWhRUn","Poor","92","91","81","40","100"
"103595","32.0","LOOP","Description here","60604.0","NC","USA","27.9 sq mi","35578","0.55","0.15","ScvnUNsdcbeGwSEBVzYE","Average","76","68","66","21","20"
"103594","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","75.9 sq mi","5026","0.6","0.41","vXujnjbhPUzDRFQRSDaQ","Good","84","94","66","4","90"
"103573","42.0","WOODLAWN","Description here","60637.0","IL","USA","24.6 sq mi","9141","0.64","0.22","HDRXNWjcWhzoZeTflzfY","Good","88","62","57","35","93"
"103317","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","17.8 sq mi","40335","0.92","0.17","vFpyTpIdyLmmyYXKKpDx","Good","86","97","82","70","47"
"103315","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","52.1 sq mi","32657","1","0.09","saMkDRwCERNjKvrnRvQa","Poor","67","87","81","23","25"
"103312","8.0","NEAR NORTH SIDE","Description here","60611.0","VA","USA","15.8 sq mi","4123","0.56","0.29","VpFDqEHXDhgbEhqzBwgM","Good","82","64","58","26","11"
"103310","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","83.5 sq mi","30459","0.69","0.13","dZmtaWCVLhceIuoUIlVw","Good","71","96","83","96","58"
"102946","46.0","SOUTH CHICAGO","Description here","60617.0","IL","USA","27.9 sq mi","28709","0.73","0.09","qAhltAtxNHEZNqIgQDWh","Average","60","85","56","6","25"
"102926","41.0","HYDE PARK","Description here","60637.0","IL","USA","34.6 sq mi","1053","0.94","0.1","SjjqKLIzlSeDiwlSFQQJ","Average","73","67","77","20","28"
"102914","32.0","LOOP","Description here","60620.0","IL","USA","92.8 sq mi","10930","0.83","0.28","YBtIfPWbpqgVagHQfJZT","Average","82","71","60","52","90"
"102854","41.0","HYDE PARK","Description here","60615.0","VA","USA","60.5 sq mi","47319","0.75","0.29","RFTajRCeDpGpugIbKQzp","Average","60","69","70","91","5"
"102838","55.0","HEGEWISCH","Description here","60633.0","VA","USA","35.3 sq mi","43307","0.68","0.07","CRGqsDRvqsHSOWKwbiaX","Average","85","93","54","36","21"
"102809","4.0","LINCOLN SQUARE","Description here","60640.0","IL","USA","1.3 sq mi","46185","0.81","0.18","IWcjADmHuMErtOhYzlei","Average","58","66","52","7","55"
"102766","77.0","EDGEWATER","Description here","60660.0","IL","USA","72.1 sq mi","8585","0.67","0.43","qPdSMUlgpmmHCkVdBVgU","Average","82","53","59","1","73"
"102745","28.0","HYDE PARK","Description here","60615.0","VA","USA","71.8 sq mi","13027","0.66","0.24","jMkwDHdWBeCEJJvAHvsz","Average","91","69","86","72","92"
"102705","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","79.6 sq mi","27928","0.55","0.41","dDfqKaKXbsxjtjrsjmaY","Poor","84","98","79","21","60"
"102690","8.0","NEAR NORTH SIDE","Description here","60610.0","VA","USA","22.5 sq mi","41009","0.95","0.44","MLGdXWkMtdMejbHPvwyX","Average","53","92","93","37","62"
"102643","11.0","JEFFERSON PARK","Description here","60630.0","VA","USA","42.2 sq mi","18204","0.88","0.27","osgTrlSdToCULRVezuyB","Good","66","63","67","41","18"
"102587","68.0","RIVERDALE","Description here","60827.0","IN","USA","90.3 sq mi","44333","0.5","0.48","iFDqzhBEeCjsDKEearad","Poor","85","76","78","50","6"
"102585","49.0","ROSELAND","Description here","60628.0","IL","USA","52.5 sq mi","1382","0.64","0.42","kaYSbECRGquJlgCXwvdC","Poor","79","64","56","47","77"
"102568","7.0","LAKE VIEW","Description here","60613.0","VA","USA","66.9 sq mi","13989","0.91","0.09","JePVnkLCFiAWlDSquXxi","Good","75","96","93","14","99"
"102544","50.0","PULLMAN","Description here","60628.0","IL","USA","28.8 sq mi","17682","0.84","0.45","QxSRbTIwFRaiJDrTVSjR","Good","66","100","100","30","57"
"102532","48.0","CALUMET HEIGHTS","Description here","60617.0","IL","USA","35.8 sq mi","30876","0.98","0.34","yGgJSiRThSRZRsUkfBSV","Good","96","97","89","87","80"
"102487","6.0","LAKE VIEW","Description here","60613.0","VA","USA","19.3 sq mi","46956","0.91","0.21","zhWUEjaaIkeqlyxOuWYS","Poor","85","54","65","86","76"
"102455","41.0","HYDE PARK","Description here","60637.0","IL","USA","82.8 sq mi","27982","0.65","0.16","ZqdeSLrvwQKEiGUoBQZG","Poor","56","97","93","34","65"
"102397","24.0","WEST TOWN","Description here","60622.0","IL","USA","73.7 sq mi","29703","0.64","0.2","XSHBcayrBDvHsBFMdiEs","Average","97","82","94","7","43"
"102365","6.0","LAKE VIEW","Description here","60613.0","VA","USA","8.6 sq mi","14312","0.99","0.32","vdEkiMExQddeBIOmuMrb","Good","70","90","66","71","15"
"102363","31.0","NORTH CENTER","Description here","60618.0","IL","USA","84.0 sq mi","24062","0.87","0.18","EBCvfpweBVQBUMxZtJkY","Good","100","70","65","14","15"
"102340","8.0","NEAR NORTH SIDE","Description here","60654.0","VA","USA","51.1 sq mi","40544","0.95","0.35","onIzueVHlMUoOqIjUvrV","Poor","63","70","87","53","59"
"102337","8.0","LAKE VIEW","Description here","60613.0","VA","USA","87.6 sq mi","33053","0.65","0.33","ixXmJlRBXDMrczriDUZu","Poor","66","53","84","6","10"
"102336","3.0","UPTOWN","Description here","60640.0","IL","USA","4.3 sq mi","33782","0.73","0.25","KHDkLBjsiLOHtoSMVDDv","Good","98","77","98","31","93"
"102335","3.0","UPTOWN","Description here","60613.0","VA","USA","46.7 sq mi","45805","0.57","0.27","KbPpwhaxHivnuYeOgxfb","Average","79","58","57","48","77"
"102323","69.0","HUMBOLDT PARK","Description here","60624.0","OH","USA","43.3 sq mi","24890","0.53","0.41","wSEvGyWgmAiGkXNMVldn","Good","77","83","82","97","19"
"102284","6.0","LAKE VIEW","Description here","60657.0","MN","USA","25.2 sq mi","30364","0.81","0.38","JsdHstPWSaRWCTTvYqRl","Poor","62","59","63","18","99"
