"Street_ID","Street_Name","Description","LocationType","Zip","State","Country","Address","Latitude","Longitude","Location","Elevation","GeoPoint","Region","Population","LandUse","Accessibility","Amenities","SafetyIndex","EnvironmentalQuality","DevelopmentIndex","GeospatialData"
"1288","10808 - 10830 S Doty Ave W","Mixed-use neighborhood","Mixed","W","IL","USA","10808 - 10830 S Doty Ave W","41.692963","-87.60058","(41.692963, -87.60058)","180","POINT(-87.60058 41.692963)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.60058 41.692963)"
"1289","1544 1554 N STATE PKWY","Residential area","Residential","PKWY","IL","USA","1544 1554 N STATE PKWY","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.63559 41.90375)"
"1290","180 N Jefferson St","Commercial district","Commercial","St","IL","USA","180 N Jefferson St","41.885414","-87.64306","(41.885414, -87.64306)","180","POINT(-87.64306 41.885414)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.64306 41.885414)"
"1291","1153 1155 W ARMITAGE AVE","Industrial zone","Industrial","AVE","IL","USA","1153 1155 W ARMITAGE AVE","41.802303","-87.6025","(41.802303, -87.6025)","180","POINT(-87.6025 41.802303)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.6025 41.802303)"
"1292","815 W Van Buren St","Mixed-use neighborhood","Mixed","St","IL","USA","815 W Van Buren St","41.975525","-87.69722","(41.975525, -87.69722)","180","POINT(-87.69722 41.975525)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.69722 41.975525)"
"1293","3318  N LAKE SHORE DR","Residential area","Residential","DR","IL","USA","3318  N LAKE SHORE DR","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.65845 41.93985)"
"1294","811 833 E 46TH ST","Commercial district","Commercial","ST","IL","USA","811 833 E 46TH ST","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.612465 41.82021)"
"1295","4200 W Diversey Ave","Industrial zone","Industrial","Ave","IL","USA","4200 W Diversey Ave","41.9204","-87.7562","(41.9204, -87.7562)","180","POINT(-87.7562 41.9204)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.7562 41.9204)"
"1296","2312 N Clifton Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2312 N Clifton Ave","41.923946","-87.65759","(41.923946, -87.65759)","180","POINT(-87.65759 41.923946)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.65759 41.923946)"
"1297","1728 N Damen Ave","Residential area","Residential","Ave","IL","USA","1728 N Damen Ave","41.913174","-87.67767","(41.913174, -87.67767)","180","POINT(-87.67767 41.913174)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.67767 41.913174)"
"1298","12302 S State St","Commercial district","Commercial","St","IL","USA","12302 S State St","41.670017","-87.623184","(41.670017, -87.623184)","180","POINT(-87.623184 41.670017)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.623184 41.670017)"
"1299","3205 W Carmen Ave","Industrial zone","Industrial","Ave","IL","USA","3205 W Carmen Ave","41.88425","-87.63245","(41.88425, -87.63245)","180","POINT(-87.63245 41.88425)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.63245 41.88425)"
"1300","3525 W Peterson Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","3525 W Peterson Ave","41.990273","-87.71702","(41.990273, -87.71702)","180","POINT(-87.71702 41.990273)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.71702 41.990273)"
"1301","839 S WELLS ST","Residential area","Residential","ST","IL","USA","839 S WELLS ST","41.891983","-87.63699","(41.891983, -87.63699)","180","POINT(-87.63699 41.891983)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.63699 41.891983)"
"1302","25 E Washington St","Commercial district","Commercial","St","IL","USA","25 E Washington St","41.88292","-87.62667","(41.88292, -87.62667)","180","POINT(-87.62667 41.88292)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.62667 41.88292)"
"1303","506  N DESPLAINES ST","Industrial zone","Industrial","ST","IL","USA","506  N DESPLAINES ST","41.891983","-87.63699","(41.891983, -87.63699)","180","POINT(-87.63699 41.891983)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.63699 41.891983)"
"1304","10414 S State St","Mixed-use neighborhood","Mixed","St","IL","USA","10414 S State St","41.793755","-87.58322","(41.793755, -87.58322)","180","POINT(-87.58322 41.793755)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.58322 41.793755)"
"1305","2425 E 71st St","Residential area","Residential","St","IL","USA","2425 E 71st St","41.75922","-87.56185","(41.75922, -87.56185)","180","POINT(-87.56185 41.75922)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.56185 41.75922)"
"1306","1531 N Clybourn Ave","Commercial district","Commercial","Ave","IL","USA","1531 N Clybourn Ave","41.90965","-87.64658","(41.90965, -87.64658)","180","POINT(-87.64658 41.90965)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.64658 41.90965)"
"1307","215 W Washington St","Industrial zone","Industrial","St","IL","USA","215 W Washington St","41.684685","-87.65547","(41.684685, -87.65547)","180","POINT(-87.65547 41.684685)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.65547 41.684685)"
"1308","7342 W Foster Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","7342 W Foster Ave","41.910374","-87.630646","(41.910374, -87.630646)","180","POINT(-87.630646 41.910374)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.630646 41.910374)"
"1309","200  N CENTRAL AVE","Residential area","Residential","AVE","IL","USA","200  N CENTRAL AVE","41.75392","-87.601974","(41.75392, -87.601974)","180","POINT(-87.601974 41.75392)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.601974 41.75392)"
"1310","3224 3244 N HALSTED ST","Commercial district","Commercial","ST","IL","USA","3224 3244 N HALSTED ST","41.845505","-87.630554","(41.845505, -87.630554)","180","POINT(-87.630554 41.845505)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.630554 41.845505)"
"1311","10 W 35th Street","Industrial zone","Industrial","Street","IL","USA","10 W 35th Street","41.842323","-87.62715","(41.842323, -87.62715)","180","POINT(-87.62715 41.842323)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.62715 41.842323)"
"1312","515 N STATE ST","Mixed-use neighborhood","Mixed","ST","IL","USA","515 N STATE ST","41.86387","-87.64682","(41.86387, -87.64682)","180","POINT(-87.64682 41.86387)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.64682 41.86387)"
"1313","5501 5511 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5501 5511 W WASHINGTON BLVD","41.880394","-87.75827","(41.880394, -87.75827)","180","POINT(-87.75827 41.880394)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.75827 41.880394)"
"1314","4343 S Pulaski Rd","Commercial district","Commercial","Rd","IL","USA","4343 S Pulaski Rd","41.813843","-87.72239","(41.813843, -87.72239)","180","POINT(-87.72239 41.813843)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.72239 41.813843)"
"1315","4040  N SHERIDAN RD","Industrial zone","Industrial","RD","IL","USA","4040  N SHERIDAN RD","41.95402","-87.662025","(41.95402, -87.662025)","180","POINT(-87.662025 41.95402)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.662025 41.95402)"
"1316","5645 W Addison St","Mixed-use neighborhood","Mixed","St","IL","USA","5645 W Addison St","41.87827","-87.64809","(41.87827, -87.64809)","180","POINT(-87.64809 41.87827)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.64809 41.87827)"
"1317","901 903 S Ashland Ave","Residential area","Residential","Ave","IL","USA","901 903 S Ashland Ave","41.869766","-87.666016","(41.869766, -87.666016)","180","POINT(-87.666016 41.869766)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.666016 41.869766)"
"1318","2247 N Halstead Ave","Commercial district","Commercial","Ave","IL","USA","2247 N Halstead Ave","41.922665","-87.648636","(41.922665, -87.648636)","180","POINT(-87.648636 41.922665)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.648636 41.922665)"
"1319","210 E Pearson","Industrial zone","Industrial","Pearson","IL","USA","210 E Pearson","41.89778","-87.62118","(41.89778, -87.62118)","180","POINT(-87.62118 41.89778)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.62118 41.89778)"
"1320","35 W 33rd Street","Mixed-use neighborhood","Mixed","Street","IL","USA","35 W 33rd Street","41.842323","-87.62715","(41.842323, -87.62715)","180","POINT(-87.62715 41.842323)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.62715 41.842323)"
"1321","3134 N Clark St","Residential area","Residential","St","IL","USA","3134 N Clark St","41.938766","-87.64971","(41.938766, -87.64971)","180","POINT(-87.64971 41.938766)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.64971 41.938766)"
"1322","10900 S Doty Ave","Commercial district","Commercial","Ave","IL","USA","10900 S Doty Ave","41.871033","-87.73349","(41.871033, -87.73349)","180","POINT(-87.73349 41.871033)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.73349 41.871033)"
"1323","7451 7521 N CLARK ST","Industrial zone","Industrial","ST","IL","USA","7451 7521 N CLARK ST","42.01809","-87.673645","(42.01809, -87.673645)","180","POINT(-87.673645 42.01809)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.673645 42.01809)"
"1324","1201 N LaSalle Street","Mixed-use neighborhood","Mixed","Street","IL","USA","1201 N LaSalle Street","41.90418","-87.63651","(41.90418, -87.63651)","180","POINT(-87.63651 41.90418)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.63651 41.90418)"
"1325","5550 5556 S DORCHESTER AVE","Residential area","Residential","AVE","IL","USA","5550 5556 S DORCHESTER AVE","41.869255","-87.62625","(41.869255, -87.62625)","180","POINT(-87.62625 41.869255)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.62625 41.869255)"
"1326","1949 1959 E 71ST ST","Commercial district","Commercial","ST","IL","USA","1949 1959 E 71ST ST","41.769413","-87.609","(41.769413, -87.609)","180","POINT(-87.609 41.769413)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.609 41.769413)"
"1327","5025 N Laramie Ave","Industrial zone","Industrial","Ave","IL","USA","5025 N Laramie Ave","41.972095","-87.75692","(41.972095, -87.75692)","180","POINT(-87.75692 41.972095)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.75692 41.972095)"
"1328","510 534 W ADDISON ST","Mixed-use neighborhood","Mixed","ST","IL","USA","510 534 W ADDISON ST","41.89217","-87.63413","(41.89217, -87.63413)","180","POINT(-87.63413 41.89217)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.63413 41.89217)"
"1329","625 W Adams St","Residential area","Residential","St","IL","USA","625 W Adams St","41.881702","-87.64285","(41.881702, -87.64285)","180","POINT(-87.64285 41.881702)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.64285 41.881702)"
"1330","1407 E 60th St","Commercial district","Commercial","St","IL","USA","1407 E 60th St","41.786045","-87.59124","(41.786045, -87.59124)","180","POINT(-87.59124 41.786045)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.59124 41.786045)"
"1331","441  W OAKDALE AVE","Industrial zone","Industrial","AVE","IL","USA","441  W OAKDALE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.65845 41.93985)"
"1332","1333 N Kingsbury","Mixed-use neighborhood","Mixed","Kingsbury","IL","USA","1333 N Kingsbury","41.906017","-87.64947","(41.906017, -87.64947)","180","POINT(-87.64947 41.906017)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.64947 41.906017)"
"1333","2 10 W ELM ST","Residential area","Residential","ST","IL","USA","2 10 W ELM ST","41.90375","-87.63559","(41.90375, -87.63559)","180","POINT(-87.63559 41.90375)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.63559 41.90375)"
"1334","2220 2242 S PRINCETON AVE","Commercial district","Commercial","AVE","IL","USA","2220 2242 S PRINCETON AVE","41.782066","-87.67221","(41.782066, -87.67221)","180","POINT(-87.67221 41.782066)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.67221 41.782066)"
"1335","400 W Erie St","Industrial zone","Industrial","St","IL","USA","400 W Erie St","41.89158","-87.63784","(41.89158, -87.63784)","180","POINT(-87.63784 41.89158)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.63784 41.89158)"
"1336","55 W Cermak Rd","Mixed-use neighborhood","Mixed","Rd","IL","USA","55 W Cermak Rd","41.809326","-87.59248","(41.809326, -87.59248)","180","POINT(-87.59248 41.809326)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.59248 41.809326)"
"1337","521 541 W WELLINGTON AVE","Residential area","Residential","AVE","IL","USA","521 541 W WELLINGTON AVE","41.88321","-87.64337","(41.88321, -87.64337)","180","POINT(-87.64337 41.88321)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.64337 41.88321)"
"1338","925 W HURON ST","Commercial district","Commercial","ST","IL","USA","925 W HURON ST","41.89983","-87.65764","(41.89983, -87.65764)","180","POINT(-87.65764 41.89983)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.65764 41.89983)"
"1339","401 465 E Illinois St","Industrial zone","Industrial","St","IL","USA","401 465 E Illinois St","41.891045","-87.61719","(41.891045, -87.61719)","180","POINT(-87.61719 41.891045)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.61719 41.891045)"
"1340","2322 2326 N COMMONWEALTH AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","2322 2326 N COMMONWEALTH AVE","41.782066","-87.67221","(41.782066, -87.67221)","180","POINT(-87.67221 41.782066)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.67221 41.782066)"
"1341","5115 N Mont Clare Ave","Residential area","Residential","Ave","IL","USA","5115 N Mont Clare Ave","41.97393","-87.804306","(41.97393, -87.804306)","180","POINT(-87.804306 41.97393)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.804306 41.97393)"
"1342","7050 S Pulaski Rd","Commercial district","Commercial","Rd","IL","USA","7050 S Pulaski Rd","41.89029","-87.61816","(41.89029, -87.61816)","180","POINT(-87.61816 41.89029)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.61816 41.89029)"
"1343","532 536 W STRATFORD PL","Industrial zone","Industrial","PL","IL","USA","532 536 W STRATFORD PL","41.94662","-87.70269","(41.94662, -87.70269)","180","POINT(-87.70269 41.94662)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.70269 41.94662)"
"1344","8750 W Bryn Mawr Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8750 W Bryn Mawr Ave","41.87963","-87.640396","(41.87963, -87.640396)","180","POINT(-87.640396 41.87963)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.640396 41.87963)"
"1345","2828  N CAMBRIDGE AVE","Residential area","Residential","AVE","IL","USA","2828  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","POINT(-87.65845 41.93985)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.65845 41.93985)"
"1346","905 N Orleans St","Commercial district","Commercial","St","IL","USA","905 N Orleans St","41.90412","-87.631424","(41.90412, -87.631424)","180","POINT(-87.631424 41.90412)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.631424 41.90412)"
"1347","2545 W Diversey Ave","Industrial zone","Industrial","Ave","IL","USA","2545 W Diversey Ave","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.612465 41.82021)"
"1348","1307  E 60TH ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1307  E 60TH ST","41.780464","-87.60531","(41.780464, -87.60531)","180","POINT(-87.60531 41.780464)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1349","2303  N CLYBOURN AVE","Residential area","Residential","AVE","IL","USA","2303  N CLYBOURN AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","POINT(-87.65462 41.922012)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1350","11203 S ELLIS ST","Commercial district","Commercial","ST","IL","USA","11203 S ELLIS ST","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.612465 41.82021)"
"1351","1217 1227 W WILSON AVE","Industrial zone","Industrial","AVE","IL","USA","1217 1227 W WILSON AVE","41.97223","-87.6646","(41.97223, -87.6646)","180","POINT(-87.6646 41.97223)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.6646 41.97223)"
"1352","4015 N Ashland Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","4015 N Ashland Ave","41.955254","-87.6686","(41.955254, -87.6686)","180","POINT(-87.6686 41.955254)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.6686 41.955254)"
"1353","6700 S OGLESBY AVE","Residential area","Residential","AVE","IL","USA","6700 S OGLESBY AVE","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.627304 41.868633)"
"1354","1061 W 16th Street","Commercial district","Commercial","Street","IL","USA","1061 W 16th Street","41.88425","-87.63245","(41.88425, -87.63245)","180","POINT(-87.63245 41.88425)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.63245 41.88425)"
"1355","6160 N CICERO AVE","Industrial zone","Industrial","AVE","IL","USA","6160 N CICERO AVE","41.99305","-87.74837","(41.99305, -87.74837)","180","POINT(-87.74837 41.99305)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.74837 41.99305)"
"1356","4532 4542 S DREXEL BLVD","Mixed-use neighborhood","Mixed","BLVD","IL","USA","4532 4542 S DREXEL BLVD","41.72019","-87.656715","(41.72019, -87.656715)","180","POINT(-87.656715 41.72019)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.656715 41.72019)"
"1357","901 E 104th St","Residential area","Residential","St","IL","USA","901 E 104th St","41.70541","-87.602264","(41.70541, -87.602264)","180","POINT(-87.602264 41.70541)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.602264 41.70541)"
"1358","600 - 820 N Wabash St","Commercial district","Commercial","St","IL","USA","600 - 820 N Wabash St","41.89291","-87.62677","(41.89291, -87.62677)","180","POINT(-87.62677 41.89291)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.62677 41.89291)"
"1359","1241 N Milwaukee Ave","Industrial zone","Industrial","Ave","IL","USA","1241 N Milwaukee Ave","41.90422","-87.67412","(41.90422, -87.67412)","180","POINT(-87.67412 41.90422)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.67412 41.90422)"
"1360","4821 - 4951 W North Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","4821 - 4951 W North Ave","41.90833","-87.747665","(41.90833, -87.747665)","180","POINT(-87.747665 41.90833)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.747665 41.90833)"
"1361","255 W 69th St","Residential area","Residential","St","IL","USA","255 W 69th St","41.77391","-87.63872","(41.77391, -87.63872)","180","POINT(-87.63872 41.77391)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.63872 41.77391)"
"1362","600 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","600 S Michigan Ave","41.874054","-87.624825","(41.874054, -87.624825)","180","POINT(-87.624825 41.874054)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.624825 41.874054)"
"1363","4940  S EASTEND AVE","Industrial zone","Industrial","AVE","IL","USA","4940  S EASTEND AVE","41.868633","-87.627304","(41.868633, -87.627304)","180","POINT(-87.627304 41.868633)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1364","2611 N HERMITAGE AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","2611 N HERMITAGE AVE","41.922466","-87.65477","(41.922466, -87.65477)","180","POINT(-87.65477 41.922466)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.65477 41.922466)"
"1365","404 W HARRISON ST","Residential area","Residential","ST","IL","USA","404 W HARRISON ST","41.87665","-87.63816","(41.87665, -87.63816)","180","POINT(-87.63816 41.87665)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.63816 41.87665)"
"1366","1515 W Webster Avenue","Commercial district","Commercial","Avenue","IL","USA","1515 W Webster Avenue","41.922195","-87.649605","(41.922195, -87.649605)","180","POINT(-87.649605 41.922195)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.649605 41.922195)"
"1367","915 E 60th St","Industrial zone","Industrial","St","IL","USA","915 E 60th St","41.785854","-87.60382","(41.785854, -87.60382)","180","POINT(-87.60382 41.785854)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.60382 41.785854)"
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","POINT(-87.57232 41.762592)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.57232 41.762592)"
"1369","565 W Quincy St","Residential area","Residential","St","IL","USA","565 W Quincy St","41.87862","-87.64199","(41.87862, -87.64199)","180","POINT(-87.64199 41.87862)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.64199 41.87862)"
"1370","9230 S Burley Ave","Commercial district","Commercial","Ave","IL","USA","9230 S Burley Ave","41.72738","-87.54561","(41.72738, -87.54561)","180","POINT(-87.54561 41.72738)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.54561 41.72738)"
"1371","2545 W Diversey Ave","Industrial zone","Industrial","Ave","IL","USA","2545 W Diversey Ave","41.82021","-87.612465","(41.82021, -87.612465)","180","POINT(-87.612465 41.82021)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.612465 41.82021)"
"1372","3946 N Ravenswood Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","3946 N Ravenswood Ave","41.954308","-87.6618","(41.954308, -87.6618)","180","POINT(-87.6618 41.954308)","West","30000","Recreational","Average","Gyms, Libraries","75","Moderate","Mature","POINT(-87.6618 41.954308)"
"1373","2718 W Roscoe St","Residential area","Residential","St","IL","USA","2718 W Roscoe St","42.006603","-87.66729","(42.006603, -87.66729)","180","POINT(-87.66729 42.006603)","Midwest","30000","Residential","Poor","Parks, Schools","75","Low","Advanced","POINT(-87.66729 42.006603)"
"1374","844 W Rush St","Commercial district","Commercial","St","IL","USA","844 W Rush St","41.795612","-87.59892","(41.795612, -87.59892)","180","POINT(-87.59892 41.795612)","Northeast","30000","Commercial","Good","Shopping Centers, Restaurants","75","High","Developing","POINT(-87.59892 41.795612)"
"1375","901 903 S Ashland Ave","Industrial zone","Industrial","Ave","IL","USA","901 903 S Ashland Ave","41.869766","-87.666016","(41.869766, -87.666016)","180","POINT(-87.666016 41.869766)","South","30000","Industrial","Average","Hospitals, Banks","75","Moderate","Mature","POINT(-87.666016 41.869766)"
"1376","1750 W Peterson Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","1750 W Peterson Ave","41.99126","-87.67384","(41.99126, -87.67384)","180","POINT(-87.67384 41.99126)","West","30000","Recreational","Poor","Gyms, Libraries","75","Low","Advanced","POINT(-87.67384 41.99126)"
"1377","5825 S Kostner Ave","Residential area","Residential","Ave","IL","USA","5825 S Kostner Ave","41.78617","-87.73238","(41.78617, -87.73238)","180","POINT(-87.73238 41.78617)","Midwest","30000","Residential","Good","Parks, Schools","75","High","Developing","POINT(-87.73238 41.78617)"
"1378","832 890 W 103RD ST","Commercial district","Commercial","ST","IL","USA","832 890 W 103RD ST","41.69818","-87.66237","(41.69818, -87.66237)","180","POINT(-87.66237 41.69818)","Northeast","30000","Commercial","Average","Shopping Centers, Restaurants","75","Moderate","Mature","POINT(-87.66237 41.69818)"
"1379","1816 N St Louis Ave","Industrial zone","Industrial","Ave","IL","USA","1816 N St Louis Ave","41.914185","-87.71345","(41.914185, -87.71345)","180","POINT(-87.71345 41.914185)","South","30000","Industrial","Poor","Hospitals, Banks","75","Low","Advanced","POINT(-87.71345 41.914185)"
"1380","2555 N Clark St","Mixed-use neighborhood","Mixed","St","IL","USA","2555 N Clark St","41.883114","-87.64488","(41.883114, -87.64488)","180","POINT(-87.64488 41.883114)","West","30000","Recreational","Good","Gyms, Libraries","75","High","Developing","POINT(-87.64488 41.883114)"
"1381","347 W Chestnut St","Residential area","Residential","St","IL","USA","347 W Chestnut St","41.680508","-87.66246","(41.680508, -87.66246)","180","POINT(-87.66246 41.680508)","Midwest","30000","Residential","Average","Parks, Schools","75","Moderate","Mature","POINT(-87.66246 41.680508)"
"1382","205 E Randolph St","Commercial district","Commercial","St","IL","USA","205 E Randolph St","41.991196","-87.81565","(41.991196, -87.81565)","180","POINT(-87.81565 41.991196)","Northeast","30000","Commercial","Poor","Shopping Centers, Restaurants","75","Low","Advanced","POINT(-87.81565 41.991196)"
"1383","984 N MILWAUKEE AVE","Industrial zone","Industrial","AVE","IL","USA","984 N MILWAUKEE AVE","41.899406","-87.66143","(41.899406, -87.66143)","180","POINT(-87.66143 41.899406)","South","30000","Industrial","Good","Hospitals, Banks","75","High","Developing","POINT(-87.66143 41.899406)"
