Data_Year,ID,Property_Name,Address,Energy_Rating,Property_Type,Floor_Area,Water_Use (kGal),Electricity_Use(kBtu),Natural_Gas_Use(kBtu),Total_GHG_Emissions(Metric Tons CO2e),GHG_Intensity(kg CO2e/sq ft),Latitude,Longitude,Location,Wards,Community_Area
2017,172106,55 W. Chestnut Apartments,55  W CHESTNUT ST,82,Multifamily Housing,205000,500.3,4385031,11281075,1410,6.9,41.90375,-87.63559,"(41.90375, -87.63559)",46,37
2020,251255,Tower Residences Condominium Association,1235 S Prairie Ave,3.5,Multifamily Housing,605856,3999.3,10703996.6,26204472.7,3062.4,5.1,41.866196,-87.621216,"(41.866196, -87.621216)",9,34
2020,251256,State & Chestnut,845 N State St,1.0,Multifamily Housing,449500,6100.8,12448613.7,23191142.3,3174.6,7.1,41.78959,-87.602325,"(41.78959, -87.602325)",11,37
2020,251257,Reside on Surf,425 W Surf St,3.5,Multifamily Housing,119250,5589.8,1790450.4,7547936.7,680.3,5.7,41.93389,-87.640366,"(41.93389, -87.640366)",25,57
2016,172103,21 E Chestnut Conodminium Association,21  E CHESTNUT ST,7,Multifamily Housing,122400,3735.2,4507180.3,9681585.3,1345,11,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2020,252105,611 S. Wells Street Condo (The Vetro),611 S Wells St,1.0,Multifamily Housing,405149,2918.4,12920718.6,8531647.8,2469.7,8.5,41.87406,-87.63331,"(41.87406, -87.63331)",26,38
2017,251253,(IL611) - 700 W. Van Buren Condo,700 W Van Buren,26,Multifamily Housing,125620,7370.7,3224347,8737100,1060.2,8.4,41.876957,-87.64429,"(41.876957, -87.64429)",36,29
2020,251254,720 W. Gordon Terrace CA,720 W Gordon Ter,3.0,Multifamily Housing,318000,7292.0,6164289.7,14566840.1,1735.8,6,41.95817,-87.64857,"(41.95817, -87.64857)",39,31
2017,105749,The Chatelaine,211 217 E CHESTNUT ST,73,Multifamily Housing,94261,8049.4,3460044,4919833,901.1,9.6,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2020,252107,Harris Theater for Music and Dance,205 E Randolph St,4.0,Performing Arts,140160,8759.5,3464916,4732307.0,581.6,4.1,41.991196,-87.81565,"(41.991196, -87.81565)",36,38
2020,165819,Washington Park SRO,5000 5016 S INDIANA AVE,4.0,Multifamily Housing,97465,5465.2,1487504.1,2343124.9,356.6,3.7,41.80364,-87.62178,"(41.80364, -87.62178)",9,4
2020,242313,3150 CA,3150 N Lake Shore Dr,3.5,Multifamily Housing,553150,6981.5,8806026.2,31351126.7,3039.6,6.1,41.93904,-87.63916,"(41.93904, -87.63916)",25,57
2020,104430,Edgewater Flats Condominium,1215 1225 W GRANVILLE AVE,3.0,Multifamily Housing,51840,407.1,488178.8,2629304.4,255.8,4.9,41.873993,-87.65168,"(41.873993, -87.65168)",16,76
2021,104431,5948-60 N. Broadway,5948 5958 N BROADWAY,1.5,Office,16333,2996.2,1063315.7,91108.8,156.7,9.6,41.990902,-87.66661,"(41.990902, -87.66661)",16,76
2020,132904,Edens Office,4801 W Peterson Ave,4.0,Office,91200,1575.5,1358753,2628173.3,351.7,3.9,41.845505,-87.630554,"(41.845505, -87.630554)",38,12
2018,130726,"768 West Jackson, LLC",766 778 W JACKSON BLVD,3.0,Multifamily Housing,56000,2169,2372428.4,1249668,461.1,8.2,41.878265,-87.64675,"(41.878265, -87.64675)",46,29
2020,251267,Erie on the Park Condominium Association,510 W Erie St,2.5,Multifamily Housing,290751,4907.2,3510313.6,17043798.6,1453.1,7.4,41.970306,-87.65058,"(41.970306, -87.65058)",36,37
2020,251268,860 N Lake Shore Drive Trust,860 N Lake Shore Dr,1.0,Multifamily Housing,399042,3665.1,7478448.9,36137870.6,3086.6,9,41.898678,-87.61881,"(41.898678, -87.61881)",11,37
2020,135181,Kingsbury Center,350 W Hubbard St,4.0,Office,158114,4286.8,5652752.7,5474537.4,1173,7.6,41.88995,-87.63762,"(41.88995, -87.63762)",36,37
2020,150324,The Contemporaine,201 W Grand Ave,4.0,Multifamily Housing,126392,7164.8,2592246.5,3874996.6,610.4,6.4,41.891983,-87.63699,"(41.891983, -87.63699)",36,37
2020,175603,Gateway Centre,1701 - 1741 W Howard St,4.0,Strip Mall,66676,3005.2,2263691.4,3150743.5,520.6,7.8,42.019356,-87.67389,"(42.019356, -87.67389)",5,10
2020,100068,Joffco Square,555 W Roosevelt Rd,4.0,Other - Mall,173704,4325.4,4817089.3,788275.8,793.7,8.3,41.866867,-87.64145,"(41.866867, -87.64145)",48,29
2016,107939,Kenmore,5040 N KENMORE AVE,61,Multifamily Housing,90528,2326.2,2668912.5,4101442,709.8,7.8,41.842323,-87.62715,"(41.842323, -87.62715)",18,31
2016,162321,Latin School of Chicago Lower School,1529 N Dearborn Pkwy,72,K-12 School,70559,4598.0,2357535,3549600.1,623.1,8.8,41.84617,-87.627815,"(41.84617, -87.627815)",11,37
2020,164980,WTTW 11 - Main Campus,5400 N St Louis Ave,2.0,Office,183047,9183.1,18022666.2,7872777.9,2812.8,15.4,41.979805,-87.71769,"(41.979805, -87.71769)",38,13
2020,172128,The Moody Memorial Church,1609 - 1641 N LaSalle St,1.5,Worship Facility,160000,444.7,3493898.6,5997316.6,863.8,5.9,41.911804,-87.632614,"(41.911804, -87.632614)",11,68
2020,251233,Menards,2601 N Clybourn St,3.5,Retail Store,100147,2700.3,6181871.2,890370,1012.1,7,41.93118,-87.67426,"(41.93118, -87.67426)",40,68
2020,251234,100 E Huron CA,100 E Huron St,2.5,Multifamily Housing,582180,5065.4,14210021.2,4951422.8,3144.4,6.2,41.92385,-87.63654,"(41.92385, -87.63654)",36,37
2016,172126,Altgeld Club Condominium,1340 1350 W FULLERTON AVE,77,Multifamily Housing,103879,9387.4,2368552.4,3645254.4,630.2,6.1,41.89029,-87.61816,"(41.89029, -87.61816)",34,68
2016,251235,110 E. Delaware CA,110 E Delaware,81,Multifamily Housing,95220,8344.1,2987417.5,1631955.6,637.3,6.7,41.899216,-87.62541,"(41.899216, -87.62541)",36,37
2018,251236,1120 N Lake Shore Drive,1120 N Lake Shore Dr,3.5,Multifamily Housing,137739,22,1862876.9,9797171.4,830.3,6,41.90307,-87.62514,"(41.90307, -87.62514)",11,37
2020,251230,1448 Lake Shore Dr,1448 N Lake Shore Dr,4.0,Multifamily Housing,175440,8819.9,2641321.3,11742467.4,1035.9,5.9,41.92075,-87.70153,"(41.92075, -87.70153)",34,37
2020,251231,The Scott Residences,211 W Scott St,1.0,Multifamily Housing,122496,7318.3,3795324.3,2718315.2,736.7,10.1,41.904926,-87.6349,"(41.904926, -87.6349)",11,37
2016,173455,525 S. Dearborn St.,521 531 S DEARBORN ST,48,Multifamily Housing,56364,1362.6,2329570.3,3034600.3,590.6,10.5,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2017,251238,560 W. Fulton CA,560 W Fulton,81,Multifamily Housing,63803,9230.1,1538829,2404431,412.2,6.5,41.88683,-87.641914,"(41.88683, -87.641914)",36,29
2017,105725,Shorewind Towers,7000 7008 S SOUTH SHORE DR,81,Multifamily Housing,205000,9029.0,2224252,20397803,1494.7,7.3,41.88712,-87.656815,"(41.88712, -87.656815)",33,39
2020,219559,Jefferson Tower CA,200 N Jefferson St,2.5,Multifamily Housing,303430,9340.9,6028243.4,11032126.3,1526.8,6.7,41.910374,-87.630646,"(41.910374, -87.630646)",36,29
2018,260184,Hampden Green Condominium Association,2728 N HAMPDEN CT,1.0,Multifamily Housing,140000,12700,3399112.9,16960300,1466.3,10.5,41.910374,-87.630646,"(41.910374, -87.630646)",34,68
2020,222707,Landmark Lofts Condominium Association,1516 1518 S WABASH AVE,4.0,Multifamily Housing,122812,1776.3,2259300.2,6339243.7,689.3,5.6,41.861588,-87.626175,"(41.861588, -87.626175)",9,34
2020,102232,2800 Lake Shore Drive Condo Association,2800 N Lake Shore Dr,3.5,Multifamily Housing,852820,456.3,13910642,49046238.1,4776.1,6.3,41.876854,-87.64988,"(41.876854, -87.64988)",25,57
2017,160134,"Charles A Beckett Associates, LP",400 E 41st St,42,Multifamily Housing,394957,5498.1,9587921,18251822,2742.2,6.9,41.820488,-87.61632,"(41.820488, -87.61632)",9,4
2020,251245,3800 N. Lake Shore Drive,3800 Lake Shore Dr,4.0,Multifamily Housing,249095,9434.0,3419796.3,18384687.9,1510.2,6.1,41.952736,-87.64559,"(41.952736, -87.64559)",39,57
2021,251246,4950 Powhatan Building Corp.,4950 S Chicago Beach Dr,2.5,Multifamily Housing,167825,2114.3,2236235,13057973.4,1013,6,41.804615,-87.584465,"(41.804615, -87.584465)",33,5
2018,172114,Latin School of Chicago Upper School,59 W North Blvd,1.0,K-12 School,151751,2980,7324724.6,10570160.3,1780,11.7,41.910763,-87.63124,"(41.910763, -87.63124)",11,37
2020,177806,5514 South Cornell Condominium Association,5514 5524 S CORNELL AVE,3.0,Multifamily Housing,54634,1623.9,365101.1,3889360.7,263.6,4.8,41.794453,-87.58618,"(41.794453, -87.58618)",33,8
2020,251241,212 East Condominium,212 E Cullerton St,4.0,Multifamily Housing,181723,4058.1,2740381.9,4274849.5,654.7,4.4,41.85554,-87.62198,"(41.85554, -87.62198)",9,34
2020,251243,333 N Jefferson,333 N Jefferson St,4.0,Multifamily Housing,76037,3474.8,1343853.7,1673310.3,330.9,5.2,41.887856,-87.642395,"(41.887856, -87.642395)",36,29
2020,159156,One East Delaware,1 E Delaware Pl,2.5,Multifamily Housing,596499,5324.5,12138782.8,19527201,2931.7,5.8,41.86412,-87.639885,"(41.86412, -87.639885)",11,37
2017,105792,Diversey III LLC,424  W DIVERSEY PKWY,90,Multifamily Housing,79250,8307.0,2356958,3526567,623.1,7.9,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2020,107970,Firman Community Center West / Taylor Park,37 41 W 47TH ST,4.0,Other,150000,386.4,903088.2,2288420.2,262.5,1.7,41.81195,-87.65513,"(41.81195, -87.65513)",48,59
2020,102284,Commonwealth Plaza Condominium Association,330 W Diversey Pkwy,1.5,Multifamily Housing,586721,3771.2,9683897.7,45576504.4,3932.1,7.8,41.932938,-87.638756,"(41.932938, -87.638756)",25,57
2020,102283,Presence St Joseph Hospital - Chicago,2900 N Lake Shore Dr,4.0,Hospital (General Medical & Surgical),966916,9696.2,49900285.1,90660907.3,12603.3,18.5,41.773224,-87.63687,"(41.773224, -87.63687)",25,57
2020,244523,933 Van Buren Condominium Association,933 W Van Buren St,3.5,Multifamily Housing,340015,3914.1,6491637.2,10539584.9,1573,5.2,41.87626,-87.651054,"(41.87626, -87.651054)",26,29
2019,173874,5400 5406 N KENMORE AVE,5400 5406 N KENMORE AVE,4.0,Multifamily Housing,81600,1889.4,825375.8,4901414.1,49819.9,39.4,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2020,256500,Physics Research Center,933 E 56th Street,3.0,Laboratory,67092,7033.2,2538592.8,4080,1355.4,20.2,41.780495,-87.59849,"(41.780495, -87.59849)",4,9
2020,172544,Tech Business Center,3440 S DEARBORN ST,1.0,Office,144195,609.0,10302383.5,7766552.4,3522.4,24.4,41.831314,-87.628456,"(41.831314, -87.628456)",9,1
2020,251297,Presence St Elizabeth Professional Office Building,1431 N Western Ave,1.0,Medical Office,71110,4546.0,3866879.8,6431871,945.1,13.3,41.907692,-87.68708,"(41.907692, -87.68708)",41,25
2018,172540,Willa Rawls Manor Apartments,4120  S INDIANA AVE,3.5,Multifamily Housing,122111,4092,4090657,3389358.6,860.6,7,41.82021,-87.612465,"(41.82021, -87.612465)",10,4
2018,173871,6334 N Sheridan Condominium,6334 6344 N SHERIDAN RD,3.5,Multifamily Housing,63000,1471,694618.4,5948440.3,431.5,6.8,41.990902,-87.66661,"(41.990902, -87.66661)",16,76
2018,172541,Tandem Lofts Condo Assoc (1625-31 S. Michigan Ave.),1631  S MICHIGAN AVE,4.0,Multifamily Housing,85800,2327,1466105.7,4311252,472.9,5.5,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2016,105788,Buena Terrace,4242 4246 N SHERIDAN RD,98,Multifamily Housing,74758,8549.4,1261580.2,6397223.8,572.3,7.7,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2020,135134,The Boyce Building,500 - 510 N Dearborn St,4.0,Office,149011,5590.0,3527404.2,9335500,1046.4,7,41.87118,-87.62812,"(41.87118, -87.62812)",36,37
2018,134280,The Altgeld Commons Lofts Condominium Association,2512  N BOSWORTH AVE,4.0,Multifamily Housing,54000,750,680642.8,2190099.7,229.6,4.3,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2020,159100,1111 N. Dearborn St,1111 N. Dearborn St,4.0,Multifamily Housing,370974,4796.7,6540742.2,22881646,2236.2,6.8,41.90216,-87.629456,"(41.90216, -87.629456)",11,37
2020,242359,1000 W Washington Blvd,1000 W Washington Blvd,4.0,Multifamily Housing,414566,5447.7,8487510.4,5680962,1626.4,4.9,41.883343,-87.652664,"(41.883343, -87.652664)",46,29
2020,159567,Clark Place,2623 2627 N CLARK ST,3.0,Multifamily Housing,150000,2730.7,5231892.6,1132630.3,876.7,5.8,41.930603,-87.642876,"(41.930603, -87.642876)",34,68
2020,243683,3950 N Lake Shore Drive CA,3950 N Lake Shore Dr,2.0,Multifamily Housing,802292,5640.1,15690800.3,60255014.1,5649.3,7.6,41.876457,-87.62486,"(41.876457, -87.62486)",39,57
2020,224902,209 East Lake Shore Drive,209 E LAKE SHORE DR,3.0,Multifamily Housing,286985,667.8,7216366.5,16735598.8,2015.2,7.8,41.9009,-87.62124,"(41.9009, -87.62124)",11,37
2017,173863,Pomeroy,5650  N KENMORE AVE,12,Multifamily Housing,150000,9153.9,2779637,4696390,763.4,5.1,41.868633,-87.627304,"(41.868633, -87.627304)",16,76
2020,159571,2144 N. Lincoln Park Condominium Association,2144 N Lincoln Park West,4.0,Multifamily Housing,287000,5608.6,2348090.6,6907852.6,733.4,2.6,41.8955,-87.63264,"(41.8955, -87.63264)",34,68
2020,243692,5445 Edgewater Plaza Condo Association,5445 N Sheridan Rd,1.0,Multifamily Housing,518310,3632.7,11082407.8,42240874.1,3973.2,9.3,41.981087,-87.65453,"(41.981087, -87.65453)",16,76
2017,173861,5411 N Winthrop,5411 N WINTHROP AVE,17,Multifamily Housing,50477,2904.6,2530304,2460246,598.5,11.9,41.780464,-87.60531,"(41.780464, -87.60531)",18,31
2020,243690,The 400 Condominium Association,400 E Randolph St,4.0,Multifamily Housing,1361500,2874.9,21353803.9,61522782.3,6600.4,5.9,41.88485,-87.6165,"(41.88485, -87.6165)",36,38
2020,159573,The Patricians,401 411 W FULLERTON PKWY,2.0,Multifamily Housing,189852,6480.2,3430114.5,17454700,1462.4,7.7,41.789566,-87.58709,"(41.789566, -87.58709)",34,68
2020,244503,5000 East End Condominium Association,5000 S East End Ave,3.0,Multifamily Housing,260297,7105.4,2633310,18140642.2,1374.5,5.9,41.780464,-87.60531,"(41.780464, -87.60531)",33,5
2020,103595,Chicago Board of Trade Building,141 W Jackson Blvd,4.0,Office,1559956,1623.3,70963374.5,6424246.9,12506.9,8,41.8775,-87.63228,"(41.8775, -87.63228)",36,38
2020,103594,NBC Tower,455 N Cityfront Plaza Dr,3.5,Office,1164458,9911.5,71794870.1,92814.4,11205,11.9,41.89007,-87.62156,"(41.89007, -87.62156)",36,37
2020,103596,550 W Jackson,550 W Jackson Blvd,3.5,Office,480117,2397.0,26256701.3,5279031.2,4097.9,9.3,41.878345,-87.641525,"(41.878345, -87.641525)",36,29
2020,160105,Wyndham Grand Chicago Riverfront,71 E Wacker Dr,2.5,Hotel,250000,7604.0,7420795.6,12522087.3,1931.9,7.7,41.887375,-87.625656,"(41.887375, -87.625656)",36,38
2020,251281,40 E Oak St,40 E Oak St,2.0,Multifamily Housing,154113,9895.1,2790319.4,15197446,1242.7,8.1,41.901024,-87.626785,"(41.901024, -87.626785)",36,37
2020,251282,1100 N Dearborn St,1100 N Dearborn St,3.0,Multifamily Housing,179090,6215.0,2787405.5,16527478.1,1312.9,7.3,41.877457,-87.635735,"(41.877457, -87.635735)",11,37
2016,251277,Scientific Games-2718 Roscoe,2718 W Roscoe St,41,Office,121666,1640.1,9637995.8,1083308.6,1834,15.1,42.006603,-87.66729,"(42.006603, -87.66729)",20,22
2020,252124,"Coastland Apartments., Inc.",2666 E 73rd St,4.0,Multifamily Housing,63375,6890.9,389363.8,4338338.7,291.2,4.6,41.764526,-87.55975,"(41.764526, -87.55975)",37,39
2020,251278,Paramount Lofts Condominium Association,1645 W Ogden,2.5,Multifamily Housing,329084,2701.6,8117076.6,16272596.2,2131.1,7.8,41.87962,-87.66728,"(41.87962, -87.66728)",23,29
2015,251279,Scientific Games-2727 Roscoe,2727 W Roscoe St,54,Office,63752,4702.2,2394399,1507698,561,8.800000000000001,41.94235,-87.696884,"(41.94235, -87.696884)",20,22
2020,252127,Circa 922,922 W Washington Blvd,3.0,Multifamily Housing,204813,7248.4,4917504,7406928.1,1160.9,7.4,41.883137,-87.65056,"(41.883137, -87.65056)",46,29
2016,251274,(IL692) - 320 Oakdale Condo,320 322 W OAKDALE AVE,85,Multifamily Housing,131782,6363.9,1872471.5,8284435.7,785.2,6,41.72019,-87.656715,"(41.72019, -87.656715)",25,57
2017,251275,Conrad Chicago Hotel,101 E Erie,79,Hotel,359000,6789.8,20913806,11498100,4477.6,12.5,41.963963,-87.65181,"(41.963963, -87.65181)",36,37
2016,112078,Cumberland Crossing Condominium Association,5555 N CUMBERLAND AVE,59,Multifamily Housing,131929,6791.8,3281009.9,7036736.4,978.5,7.4,41.870132,-87.70168,"(41.870132, -87.70168)",29,36
2016,137334,Daily News,222 S RACINE AVE,33,Multifamily Housing,115000,21.7,3448743.8,3810668,838.1,7.3,41.883114,-87.64488,"(41.883114, -87.64488)",23,29
2020,106618,215 West Apartments,215 W Washington St,4.0,Multifamily Housing,917200,4202.6,16150763.2,12247493.3,3171.2,4.7,41.684685,-87.65547,"(41.684685, -87.65547)",36,38
2020,254309,Old Town Midrise Condo,343 W Old Town Court,2.0,Multifamily Housing,110500,298.9,1938016,8526409.5,755.3,8.3,41.88425,-87.63245,"(41.88425, -87.63245)",36,38
2020,116413,CASL Senior Housing,2108  S PRINCETON AVE,3.0,Multifamily Housing,81994,4650.4,1298132.9,5685877.5,504.6,7.4,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2020,251294,954 W Washington Blvd,954 W Washington Blvd,4.0,Office,140000,1553.6,1534214.8,2540100,374.4,2.7,41.789566,-87.58709,"(41.789566, -87.58709)",46,29
2018,251290,Millennium Knickerbocker,163 E Walton Pl,0.0,Multifamily Housing,190004,17715,459170.9,4996930.5,44586.9,42.6,41.991196,-87.81565,"(41.991196, -87.81565)",11,37
2020,251289,The Madison at Racine/1200 Madison Racine LLC,1164 W Madison,3.5,Multifamily Housing,303222,9505.9,7095728.4,6158199.9,1434.5,5.7,41.881947,-87.65691,"(41.881947, -87.65691)",26,29
2020,254316,Kindred Hospital Chicago North,2544 W Montrose Ave,3.0,Other - Specialty Hospital,148775,1746.9,12390312,16996988.5,2836.5,19.1,41.94662,-87.70269,"(41.94662, -87.70269)",20,22
2020,251287,SpringHill Suites Chicago O'Hare / Hampton Inn and Suites Chicago,8101 W Higgins Rd,2.0,Hotel,160000,7333.5,11048462,7829400.3,2140.2,13.4,41.98515,-87.830154,"(41.98515, -87.830154)",29,36
2020,103598,222 N LaSalle St,222 N LaSalle St,4.0,Office,1246961,5778.3,45006291.6,5851391.7,7026.6,5.8,41.886517,-87.63325,"(41.886517, -87.63325)",36,38
2020,113396,Surfside Condominium,5815 N Sheridan Rd,4.0,Multifamily Housing,225000,1245.6,2624851.7,11236957.2,1006.5,5.3,41.90886,-87.63195,"(41.90886, -87.63195)",16,76
2018,173883,1029-51 W North Shore LLC,1029 1051 W NORTH SHORE AVE,1.0,Multifamily Housing,65620,658,1193987.4,7258231.9,584.2,8.9,42.01036,-87.6683,"(42.01036, -87.6683)",5,10
2015,173884,UNO Rogers Park,7416 N Ridge Rd,6,K-12 School,204041,200.9,2308986,11715374,1086,5.3,42.016453,-87.685005,"(42.016453, -87.685005)",5,20
2018,254317,Buck City Lofts,1740 N Maplewood,1.5,Multifamily Housing,95000,2801,2892206.4,5126408.6,753.4,7.9,41.88321,-87.64337,"(41.88321, -87.64337)",41,23
2016,158265,Randolph Tower City,188 W Randolph St,17,Multifamily Housing,369145,8387.0,12503222.8,14463521.8,3072.8,8.3,41.762592,-87.57232,"(41.762592, -87.57232)",36,38
2020,254372,Lawndale Christian Health Center,3750 W OGDEN AVE,38,Mixed Use Property,64779,1064.8,2625115.6,1372605.1,482.6,7.5,41.85794,-87.71522,"(41.85794, -87.71522)",14,30
2020,254371,Park Boulevard IIB,3720 S DEARBORN ST,4.0,Multifamily Housing,101475,6619.2,957396.9,3190747.3,318.9,3.7,41.80852,-87.66802,"(41.80852, -87.66802)",3,59
2020,254373,North & Pulaski Apartments,3949 W NORTH AVE,1.0,Multifamily Housing,81767,1077.7,2197107.2,5027566.4,609.9,8.1,41.91724,-87.6849,"(41.91724, -87.6849)",40,23
2020,254368,Shirley Ryan AbilityLab,355 E ERIE ST,4.0,Hospital (General Medical & Surgical),1260211,8719.9,55683804.9,103494107.1,14187.6,16.2,41.89535,-87.62273,"(41.89535, -87.62273)",36,37
2016,114196,1550 State Parkway Condominium Association,1544 1554 N STATE PKWY,88,Multifamily Housing,104400,1605.6,2231612.1,7523299.8,810.9,7.8,41.90375,-87.63559,"(41.90375, -87.63559)",46,37
2021,256547,Central States,8647 W Higgins Road,4.0,Office,371216,9755.0,8739060.1,0,1248.2,8.4,42.000694,-87.81019,"(42.000694, -87.81019)",29,77
2020,256544,One Bennet Park Apartments,451 E Grand Ave,3.5,Multifamily Housing,785000,1664.5,17479209.4,25038534.2,4057.9,5.2,41.782066,-87.67221,"(41.782066, -87.67221)",11,37
2020,115046,4200 N Marine Drive,4200 4212 N MARINE DR,1.5,Multifamily Housing,114400,1543.0,1707115.8,7366474.7,657.7,5.7,41.845505,-87.630554,"(41.845505, -87.630554)",18,57
2018,118557,The Claridge at Cicero,4437  S CICERO AVE,3.0,Senior Care Community,98903,12531,3858845.8,6640848.8,994.7,10.1,41.89217,-87.63413,"(41.89217, -87.63413)",8,55
2020,256545,The Hoxton,200 N Green St,3.0,Hotel,153000,8384.1,6376520.5,13422780.4,1708.1,11.2,41.89029,-87.61816,"(41.89029, -87.61816)",48,29
2016,172065,CICERO ANNEX,8101 8141 S CICERO AVE,87,Strip Mall,66423,3653.7,2277465.3,1718531.2,511.1,7.7,41.74476,-87.74026,"(41.74476, -87.74026)",30,69
2018,172064,Ford City Condominium Association,4300  W FORD CITY DR,3.0,Multifamily Housing,377271,8198,14743903.7,6255608.9,2785.1,7.4,41.745922,-87.71316,"(41.745922, -87.71316)",30,69
2020,175572,Peterson Corporate,3525 W Peterson Ave,0.0,Office,58602,8681.4,8341433.3,3210894.2,28620.2,40.4,41.990273,-87.71702,"(41.990273, -87.71702)",38,13
2020,114191,232 E Walton Condominium Association,228 240 E WALTON ST,4.0,Multifamily Housing,105000,7555.4,1275787.8,4041208.8,413.8,3.9,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2020,172066,Saint Bede the Venerable Parish,4400 W 83rd St,4.0,Other,145384,474.3,1293323.3,5431239.2,490.3,3.4,41.82021,-87.612465,"(41.82021, -87.612465)",30,69
2020,243246,Eliot House Condominium Association,1255 N Sandburg Ter,1.0,Multifamily Housing,383216,4795.6,7917389.3,28190536.8,2733,8.7,41.905403,-87.63189,"(41.905403, -87.63189)",11,37
2017,162258,Chicago City Day School,541 W Hawthorne Pl,91,K-12 School,87350,9525.6,1161125,6642615,546,6.3,41.944046,-87.642975,"(41.944046, -87.642975)",25,57
2020,254382,William Eckhardt Research Center,5640 S ELLIS AVE,1.0,Laboratory,284391,6877.3,40449584.4,441958.7,13137,46.2,41.88425,-87.63245,"(41.88425, -87.63245)",4,9
2019,256563,1323 W Morse Ave,1323 W Morse Ave,1.0,Multifamily Housing,56780,9454.1,2119739.1,3834264.9,556.3,9.8,42.010303,-87.66841,"(42.010303, -87.66841)",5,10
2020,254385,"Ambulatory Care Center, St. Bernard Hospital",6307 S STEWART AVE,2.5,Medical Office,98018,1806.9,4204723.5,2236782.3,775,11.6,41.802303,-87.6025,"(41.802303, -87.6025)",32,66
2019,256560,1980 N Milwaukee Ave,1980 N Milwaukee Ave,4.0,Multifamily Housing,110000,548.6,2818792.8,3823491.5,672,6.1,41.92085,-87.701614,"(41.92085, -87.701614)",41,23
2020,234748,Park Hyatt Chicago,800 N Michigan Ave,2.0,Multifamily Housing,768513,8926.8,44521244.1,6008009.9,7267.5,10.7,41.89702,-87.6253,"(41.89702, -87.6253)",36,37
2020,254379,City Hyde Park,5105 S HARPER AVE,4.0,Multifamily Housing,613970,3008.9,8902989.9,14952400,2183.7,5.9,41.80094,-87.58895,"(41.80094, -87.58895)",10,8
2020,160082,Hilton Chicago O'Hare Airport,10000 W O'Hare Dr,3.0,Hotel,515556,76.7,15760079.2,11645754.9,6605,12.8,41.977615,-87.90421,"(41.977615, -87.90421)",29,75
2020,256558,The Paragon Chicago,1326 S Michigan Avenue,94,Multifamily Housing,660472,8027.4,11213620.2,15786758.1,2588.6,4.5,41.865856,-87.61953,"(41.865856, -87.61953)",10,34
2021,256555,Lincoln Common D,2350 N Lincoln Ave,1.0,Office,57566,7935.2,4746832.4,2548276.2,813.3,14.1,41.873993,-87.65168,"(41.873993, -87.65168)",34,68
2020,256553,The Lincoln Common,2335 N Lincoln Ave,3.0,Multifamily Housing,231960,8854.3,9427082.4,5102287.1,1471.3,6.3,41.793755,-87.58322,"(41.793755, -87.58322)",34,68
2020,256554,The Apartments at Lincoln Common,2345 N Lincoln Ave,3.0,Multifamily Housing,372431,7918.4,14587838.7,9069303.3,2276.7,6.1,41.885853,-87.77478,"(41.885853, -87.77478)",34,68
2020,172053,Leo High School,7901 S Sangamon St,0.0,K-12 School,111882,5160.2,8340179.4,5317035.5,38294.8,7.6,41.750298,-87.64707,"(41.750298, -87.64707)",31,70
2020,172051,"Lawn Terrance Apartments, Churchview Supportive Living, and Churchview Manor Apartments",2601 W 63rd St,4.0,Multifamily Housing,127575,3050.2,2696087.3,2135607.1,420.8,3.3,41.77517,-87.7139,"(41.77517, -87.7139)",6,63
2020,150282,The Royalle Condominium Association,744  N CLARK ST,1.0,Multifamily Housing,77800,3310.4,2780107.8,3315036.7,610,7.8,41.891983,-87.63699,"(41.891983, -87.63699)",36,37
2017,172056,Anchor House,1230  W 76TH ST,88,Multifamily Housing,143488,137.2,1336477,4325800,476.9,3.3,41.740234,-87.65353,"(41.740234, -87.65353)",13,70
2020,172055,Catalyst-Maria,6727 S California Ave,4.0,K-12 School,231870,4142.4,946205.9,7481600.3,545.1,3.1,41.771053,-87.692474,"(41.771053, -87.692474)",31,64
2020,233452,Dearborn-Elm Condominium Association,1155 N DEARBORN ST,1.0,Multifamily Housing,150659,269.9,3811876.3,1212393.0,973.1,8.8,41.903454,-87.62968,"(41.903454, -87.62968)",11,37
2019,256530,1616 E 56Th St,1616 E 56Th St,4.0,Multifamily Housing,335496,7486.6,7195836.3,9050416.5,39656.7,76.4,41.780495,-87.59849,"(41.780495, -87.59849)",4,9
2018,254352,Fourth Presbyterian Church of Chicago,126 E CHESTNUT ST,1.0,Worship Facility,160000,1570,8300638.5,8405631.2,1827.4,11.4,41.89535,-87.62273,"(41.89535, -87.62273)",36,37
2020,254347,Malcolm X College & School of Health Sciences,1900 W JACKSON BLVD,3.0,College/University,935000,9664.2,24614370.8,17562300.2,4774.4,8.8,41.765472,-87.66448,"(41.765472, -87.66448)",46,29
