L_ID,L_Name,Description,L_Type,Zip,State,Country,L_Address,Latitude,Longitude,Location,Elevation,Region,Population,Safe_Index,Environment_Index,Development_Index,Geo_Data
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1213","2400 S Marshall Blvd","Residential area","Residential","Blvd","IL","USA","2400 S Marshall Blvd","41.847633","-87.699814","(41.847633, -87.699814)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.699814 41.847633)"
"1473","5600 5608 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5600 5608 W WASHINGTON BLVD","41.7398","-87.653496","(41.7398, -87.653496)","180","Midwest","30000","75","High","Developing","POINT(-87.653496 41.7398)"
"","","","","","","","","","","","","","","","","",""
"1298","12302 S State St","Commercial district","Commercial","St","IL","USA","12302 S State St","41.670017","-87.623184","(41.670017, -87.623184)","180","Northeast","30000","75","Low","Advanced","POINT(-87.623184 41.670017)"
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1177","75 E Wacker Dr","Residential area","Residential","Dr","IL","USA","75 E Wacker Dr","41.885853","-87.77478","(41.885853, -87.77478)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.77478 41.885853)"
"1276","3850  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3850  W BRYN MAWR AVE","41.800785","-87.590485","(41.800785, -87.590485)","180","West","30000","75","Moderate","Mature","POINT(-87.590485 41.800785)"
"1246","6515 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","6515 S Ashland Ave","41.775192","-87.66368","(41.775192, -87.66368)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.66368 41.775192)"
"1265","5300 S Loomis Blvd","Residential area","Residential","Blvd","IL","USA","5300 S Loomis Blvd","41.797367","-87.66015","(41.797367, -87.66015)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66015 41.797367)"
"1373","2718 W Roscoe St","Residential area","Residential","St","IL","USA","2718 W Roscoe St","42.006603","-87.66729","(42.006603, -87.66729)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66729 42.006603)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1244","4046 N Leavitt St","Mixed-use neighborhood","Mixed","St","IL","USA","4046 N Leavitt St","41.95544","-87.684006","(41.95544, -87.684006)","180","West","30000","75","Low","Advanced","POINT(-87.684006 41.95544)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1415","4851 - 4887 N Broadway Ave","Industrial zone","Industrial","Ave","IL","USA","4851 - 4887 N Broadway Ave","41.871033","-87.73349","(41.871033, -87.73349)","180","South","30000","75","Low","Advanced","POINT(-87.73349 41.871033)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1428","2510 S Kildare Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2510 S Kildare Ave","41.883194","-87.628685","(41.883194, -87.628685)","180","West","30000","75","High","Developing","POINT(-87.628685 41.883194)"
"","","","","","","","","","","","","","","","","",""
"1411","5055 S State St","Industrial zone","Industrial","St","IL","USA","5055 S State St","41.802223","-87.6251","(41.802223, -87.6251)","180","South","30000","75","Moderate","Mature","POINT(-87.6251 41.802223)"
"","","","","","","","","","","","","","","","","",""
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"","","","","","","","","","","","","","","","","",""
"1413","3319 N Clifton Ave","Residential area","Residential","Ave","IL","USA","3319 N Clifton Ave","41.94231","-87.65756","(41.94231, -87.65756)","180","Midwest","30000","75","High","Developing","POINT(-87.65756 41.94231)"
"","","","","","","","","","","","","","","","","",""
"1483","4127 W Hirsch St","Industrial zone","Industrial","St","IL","USA","4127 W Hirsch St","41.88712","-87.656815","(41.88712, -87.656815)","180","South","30000","75","Moderate","Mature","POINT(-87.656815 41.88712)"
"","","","","","","","","","","","","","","","","",""
"1161","5042 S Artesian Ave","Residential area","Residential","Ave","IL","USA","5042 S Artesian Ave","41.801765","-87.68607","(41.801765, -87.68607)","180","Midwest","30000","75","High","Developing","POINT(-87.68607 41.801765)"
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1247","4922 4942 S CORNELL AVE","Industrial zone","Industrial","AVE","IL","USA","4922 4942 S CORNELL AVE","41.840508","-87.6162","(41.840508, -87.6162)","180","South","30000","75","Low","Advanced","POINT(-87.6162 41.840508)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1491","510 W Erie St","Industrial zone","Industrial","St","IL","USA","510 W Erie St","41.970306","-87.65058","(41.970306, -87.65058)","180","South","30000","75","High","Developing","POINT(-87.65058 41.970306)"
"","","","","","","","","","","","","","","","","",""
"1041","6333 W Bloomingdale Ave","Residential area","Residential","Ave","IL","USA","6333 W Bloomingdale Ave","41.912785","-87.78313","(41.912785, -87.78313)","180","Midwest","30000","75","High","Developing","POINT(-87.78313 41.912785)"
"1377","5825 S Kostner Ave","Residential area","Residential","Ave","IL","USA","5825 S Kostner Ave","41.78617","-87.73238","(41.78617, -87.73238)","180","Midwest","30000","75","High","Developing","POINT(-87.73238 41.78617)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1481","6710 N Washtenaw Ave","Residential area","Residential","Ave","IL","USA","6710 N Washtenaw Ave","41.782066","-87.67221","(41.782066, -87.67221)","180","Midwest","30000","75","Low","Advanced","POINT(-87.67221 41.782066)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1460","1640 W Division St","Mixed-use neighborhood","Mixed","St","IL","USA","1640 W Division St","41.82021","-87.612465","(41.82021, -87.612465)","180","West","30000","75","Low","Advanced","POINT(-87.612465 41.82021)"
"1165","1119 N Cleveland Ave","Residential area","Residential","Ave","IL","USA","1119 N Cleveland Ave","41.976578","-87.6701","(41.976578, -87.6701)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.6701 41.976578)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1450","333 S Ashland Ave","Commercial district","Commercial","Ave","IL","USA","333 S Ashland Ave","41.868633","-87.627304","(41.868633, -87.627304)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.627304 41.868633)"
"1070","5740 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","5740 S Michigan Ave","41.789722","-87.623276","(41.789722, -87.623276)","180","Northeast","30000","75","Low","Advanced","POINT(-87.623276 41.789722)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1374","844 W Rush St","Commercial district","Commercial","St","IL","USA","844 W Rush St","41.795612","-87.59892","(41.795612, -87.59892)","180","Northeast","30000","75","High","Developing","POINT(-87.59892 41.795612)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1254","4554  S DREXEL BLVD","Commercial district","Commercial","BLVD","IL","USA","4554  S DREXEL BLVD","41.88696","-87.623055","(41.88696, -87.623055)","180","Northeast","30000","75","High","Developing","POINT(-87.623055 41.88696)"
"1336","55 W Cermak Rd","Mixed-use neighborhood","Mixed","Rd","IL","USA","55 W Cermak Rd","41.809326","-87.59248","(41.809326, -87.59248)","180","West","30000","75","Moderate","Mature","POINT(-87.59248 41.809326)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1483","4127 W Hirsch St","Industrial zone","Industrial","St","IL","USA","4127 W Hirsch St","41.88712","-87.656815","(41.88712, -87.656815)","180","South","30000","75","Moderate","Mature","POINT(-87.656815 41.88712)"
"1240","5807 S Woodlawn Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","5807 S Woodlawn Ave","41.886078","-87.63304","(41.886078, -87.63304)","180","West","30000","75","Moderate","Mature","POINT(-87.63304 41.886078)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1490","6045  W GRAND AVE","Commercial district","Commercial","AVE","IL","USA","6045  W GRAND AVE","41.920395","-87.756165","(41.920395, -87.756165)","180","Northeast","30000","75","Low","Advanced","POINT(-87.756165 41.920395)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1434","3161  N CAMBRIDGE AVE","Commercial district","Commercial","AVE","IL","USA","3161  N CAMBRIDGE AVE","41.93985","-87.65845","(41.93985, -87.65845)","180","Northeast","30000","75","High","Developing","POINT(-87.65845 41.93985)"
"1463","5025 N Laramie Ave","Industrial zone","Industrial","Ave","IL","USA","5025 N Laramie Ave","41.972095","-87.75692","(41.972095, -87.75692)","180","South","30000","75","Low","Advanced","POINT(-87.75692 41.972095)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1217","4735 S Winchester Ave","Residential area","Residential","Ave","IL","USA","4735 S Winchester Ave","41.80725","-87.67297","(41.80725, -87.67297)","180","Midwest","30000","75","Low","Advanced","POINT(-87.67297 41.80725)"
"1418","111 W Polk St","Commercial district","Commercial","St","IL","USA","111 W Polk St","41.86842","-87.62414","(41.86842, -87.62414)","180","Northeast","30000","75","Low","Advanced","POINT(-87.62414 41.86842)"
"","","","","","","","","","","","","","","","","",""
"1458","2845 N Newcastle Ave","Commercial district","Commercial","Ave","IL","USA","2845 N Newcastle Ave","41.932117","-87.79632","(41.932117, -87.79632)","180","Northeast","30000","75","High","Developing","POINT(-87.79632 41.932117)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1236","1125 W Loyola Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","1125 W Loyola Ave","41.939693","-87.66901","(41.939693, -87.66901)","180","West","30000","75","High","Developing","POINT(-87.66901 41.939693)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1230","5440 S St Louis Ave","Commercial district","Commercial","Ave","IL","USA","5440 S St Louis Ave","41.794144","-87.71096","(41.794144, -87.71096)","180","Northeast","30000","75","High","Developing","POINT(-87.71096 41.794144)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1489","2631 S Indiana Ave","Residential area","Residential","Ave","IL","USA","2631 S Indiana Ave","41.86412","-87.639885","(41.86412, -87.639885)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.639885 41.86412)"
"","","","","","","","","","","","","","","","","",""
"1447","101 E Erie","Industrial zone","Industrial","Erie","IL","USA","101 E Erie","41.963963","-87.65181","(41.963963, -87.65181)","180","South","30000","75","Moderate","Mature","POINT(-87.65181 41.963963)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1336","55 W Cermak Rd","Mixed-use neighborhood","Mixed","Rd","IL","USA","55 W Cermak Rd","41.809326","-87.59248","(41.809326, -87.59248)","180","West","30000","75","Moderate","Mature","POINT(-87.59248 41.809326)"
"1292","815 W Van Buren St","Mixed-use neighborhood","Mixed","St","IL","USA","815 W Van Buren St","41.975525","-87.69722","(41.975525, -87.69722)","180","West","30000","75","Low","Advanced","POINT(-87.69722 41.975525)"
"1343","532 536 W STRATFORD PL","Industrial zone","Industrial","PL","IL","USA","532 536 W STRATFORD PL","41.94662","-87.70269","(41.94662, -87.70269)","180","South","30000","75","Low","Advanced","POINT(-87.70269 41.94662)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1446","2611 W 48th St","Commercial district","Commercial","St","IL","USA","2611 W 48th St","41.806553","-87.68979","(41.806553, -87.68979)","180","Northeast","30000","75","High","Developing","POINT(-87.68979 41.806553)"
"","","","","","","","","","","","","","","","","",""
"1011","3400 W 65th Place","Industrial zone","Industrial","Place","IL","USA","3400 W 65th Place","41.77475","-87.70858","(41.77475, -87.70858)","180","South","30000","75","High","Developing","POINT(-87.70858 41.77475)"
"","","","","","","","","","","","","","","","","",""
"1501","5410 S St Louis Ave","Residential area","Residential","Ave","IL","USA","5410 S St Louis Ave","41.794937","-87.710976","(41.794937, -87.710976)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.710976 41.794937)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1466","5335 S Kenwood Ave","Commercial district","Commercial","Ave","IL","USA","5335 S Kenwood Ave","41.79868","-87.592804","(41.79868, -87.592804)","180","Northeast","30000","75","Low","Advanced","POINT(-87.592804 41.79868)"
"1492","1949 1959 E 71ST ST","Mixed-use neighborhood","Mixed","ST","IL","USA","1949 1959 E 71ST ST","41.769413","-87.609","(41.769413, -87.609)","180","West","30000","75","Moderate","Mature","POINT(-87.609 41.769413)"
"1502","2031 S Peoria St","Commercial district","Commercial","St","IL","USA","2031 S Peoria St","41.854378","-87.64784","(41.854378, -87.64784)","180","Northeast","30000","75","Low","Advanced","POINT(-87.64784 41.854378)"
"1477","801- 831 W 119th St.","Residential area","Residential","St.","IL","USA","801- 831 W 119th St.","41.94929","-87.64692","(41.94929, -87.64692)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.64692 41.94929)"
"1403","2727 N Long Ave","Industrial zone","Industrial","Ave","IL","USA","2727 N Long Ave","41.930004","-87.76055","(41.930004, -87.76055)","180","South","30000","75","Low","Advanced","POINT(-87.76055 41.930004)"
"","","","","","","","","","","","","","","","","",""
"1090","5550 N Kenmore Ave","Commercial district","Commercial","Ave","IL","USA","5550 N Kenmore Ave","41.98352","-87.657005","(41.98352, -87.657005)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.657005 41.98352)"
"1443","30  W OAK ST","Industrial zone","Industrial","ST","IL","USA","30  W OAK ST","41.86555","-87.62305","(41.86555, -87.62305)","180","South","30000","75","High","Developing","POINT(-87.62305 41.86555)"
"1307","215 W Washington St","Industrial zone","Industrial","St","IL","USA","215 W Washington St","41.684685","-87.65547","(41.684685, -87.65547)","180","South","30000","75","Low","Advanced","POINT(-87.65547 41.684685)"
"1332","1333 N Kingsbury","Mixed-use neighborhood","Mixed","Kingsbury","IL","USA","1333 N Kingsbury","41.906017","-87.64947","(41.906017, -87.64947)","180","West","30000","75","High","Developing","POINT(-87.64947 41.906017)"
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"1308","7342 W Foster Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","7342 W Foster Ave","41.910374","-87.630646","(41.910374, -87.630646)","180","West","30000","75","High","Developing","POINT(-87.630646 41.910374)"
"","","","","","","","","","","","","","","","","",""
"1028","735 N State St","Mixed-use neighborhood","Mixed","St","IL","USA","735 N State St","41.89583","-87.62813","(41.89583, -87.62813)","180","West","30000","75","Low","Advanced","POINT(-87.62813 41.89583)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1483","4127 W Hirsch St","Industrial zone","Industrial","St","IL","USA","4127 W Hirsch St","41.88712","-87.656815","(41.88712, -87.656815)","180","South","30000","75","Moderate","Mature","POINT(-87.656815 41.88712)"
"","","","","","","","","","","","","","","","","",""
"1341","5115 N Mont Clare Ave","Residential area","Residential","Ave","IL","USA","5115 N Mont Clare Ave","41.97393","-87.804306","(41.97393, -87.804306)","180","Midwest","30000","75","High","Developing","POINT(-87.804306 41.97393)"
"1416","1400  S INDIANA AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1400  S INDIANA AVE","41.938915","-87.76808","(41.938915, -87.76808)","180","West","30000","75","High","Developing","POINT(-87.76808 41.938915)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1177","75 E Wacker Dr","Residential area","Residential","Dr","IL","USA","75 E Wacker Dr","41.885853","-87.77478","(41.885853, -87.77478)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.77478 41.885853)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1237","5631 S Kimbark Ave","Residential area","Residential","Ave","IL","USA","5631 S Kimbark Ave","41.792316","-87.594406","(41.792316, -87.594406)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.594406 41.792316)"
"1091","6059 S Wabash Ave","Industrial zone","Industrial","Ave","IL","USA","6059 S Wabash Ave","41.784393","-87.62378","(41.784393, -87.62378)","180","South","30000","75","Low","Advanced","POINT(-87.62378 41.784393)"
"","","","","","","","","","","","","","","","","",""
"1084","4310 N Melvina Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","4310 N Melvina Ave","41.95925","-87.78262","(41.95925, -87.78262)","180","West","30000","75","Moderate","Mature","POINT(-87.78262 41.95925)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1264","6525 N Hiawatha Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","6525 N Hiawatha Ave","41.886215","-87.6182","(41.886215, -87.6182)","180","West","30000","75","Moderate","Mature","POINT(-87.6182 41.886215)"
"","","","","","","","","","","","","","","","","",""
"1496","660  W WRIGHTWOOD AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","660  W WRIGHTWOOD AVE","41.922012","-87.65462","(41.922012, -87.65462)","180","West","30000","75","Low","Advanced","POINT(-87.65462 41.922012)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1147","170  W POLK ST","Industrial zone","Industrial","ST","IL","USA","170  W POLK ST","41.793297","-87.68838","(41.793297, -87.68838)","180","South","30000","75","Moderate","Mature","POINT(-87.68838 41.793297)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1498","600 S Michigan Ave","Commercial district","Commercial","Ave","IL","USA","600 S Michigan Ave","41.874054","-87.624825","(41.874054, -87.624825)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.624825 41.874054)"
"1473","5600 5608 W WASHINGTON BLVD","Residential area","Residential","BLVD","IL","USA","5600 5608 W WASHINGTON BLVD","41.7398","-87.653496","(41.7398, -87.653496)","180","Midwest","30000","75","High","Developing","POINT(-87.653496 41.7398)"
"","","","","","","","","","","","","","","","","",""
"1373","2718 W Roscoe St","Residential area","Residential","St","IL","USA","2718 W Roscoe St","42.006603","-87.66729","(42.006603, -87.66729)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66729 42.006603)"
"","","","","","","","","","","","","","","","","",""
"1337","521 541 W WELLINGTON AVE","Residential area","Residential","AVE","IL","USA","521 541 W WELLINGTON AVE","41.88321","-87.64337","(41.88321, -87.64337)","180","Midwest","30000","75","Low","Advanced","POINT(-87.64337 41.88321)"
"","","","","","","","","","","","","","","","","",""
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"1147","170  W POLK ST","Industrial zone","Industrial","ST","IL","USA","170  W POLK ST","41.793297","-87.68838","(41.793297, -87.68838)","180","South","30000","75","Moderate","Mature","POINT(-87.68838 41.793297)"
"1368","8130 S California Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","8130 S California Ave","41.762592","-87.57232","(41.762592, -87.57232)","180","West","30000","75","High","Developing","POINT(-87.57232 41.762592)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1428","2510 S Kildare Ave","Mixed-use neighborhood","Mixed","Ave","IL","USA","2510 S Kildare Ave","41.883194","-87.628685","(41.883194, -87.628685)","180","West","30000","75","High","Developing","POINT(-87.628685 41.883194)"
"1073","610 S Michigan Ave","Residential area","Residential","Ave","IL","USA","610 S Michigan Ave","41.87373","-87.62548","(41.87373, -87.62548)","180","Midwest","30000","75","Low","Advanced","POINT(-87.62548 41.87373)"
"1239","5811 - 5827 S Ellis Ave","Industrial zone","Industrial","Ave","IL","USA","5811 - 5827 S Ellis Ave","41.788982","-87.600945","(41.788982, -87.600945)","180","South","30000","75","High","Developing","POINT(-87.600945 41.788982)"
"1249","1040  W HOLLYWOOD AVE","Residential area","Residential","AVE","IL","USA","1040  W HOLLYWOOD AVE","41.990902","-87.66661","(41.990902, -87.66661)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.66661 41.990902)"
"1312","515 N STATE ST","Mixed-use neighborhood","Mixed","ST","IL","USA","515 N STATE ST","41.86387","-87.64682","(41.86387, -87.64682)","180","West","30000","75","Moderate","Mature","POINT(-87.64682 41.86387)"
"1367","915 E 60th St","Industrial zone","Industrial","St","IL","USA","915 E 60th St","41.785854","-87.60382","(41.785854, -87.60382)","180","South","30000","75","Low","Advanced","POINT(-87.60382 41.785854)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1440","29 N Wacker Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","29 N Wacker Dr","41.869255","-87.62625","(41.869255, -87.62625)","180","West","30000","75","High","Developing","POINT(-87.62625 41.869255)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1432","3900  W BRYN MAWR AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","3900  W BRYN MAWR AVE","41.780464","-87.60531","(41.780464, -87.60531)","180","West","30000","75","Moderate","Mature","POINT(-87.60531 41.780464)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1288","10808 - 10830 S Doty Ave W","Mixed-use neighborhood","Mixed","W","IL","USA","10808 - 10830 S Doty Ave W","41.692963","-87.60058","(41.692963, -87.60058)","180","West","30000","75","Moderate","Mature","POINT(-87.60058 41.692963)"
"1409","4532 4542 S DREXEL BLVD","Residential area","Residential","BLVD","IL","USA","4532 4542 S DREXEL BLVD","41.72019","-87.656715","(41.72019, -87.656715)","180","Midwest","30000","75","Low","Advanced","POINT(-87.656715 41.72019)"
"","","","","","","","","","","","","","","","","",""
"1504","195 N Harbor Dr","Mixed-use neighborhood","Mixed","Dr","IL","USA","195 N Harbor Dr","41.991196","-87.81565","(41.991196, -87.81565)","180","West","30000","75","Moderate","Mature","POINT(-87.81565 41.991196)"
"","","","","","","","","","","","","","","","","",""
"1008","922 W Washington Blvd","Mixed-use neighborhood","Mixed","Blvd","IL","USA","922 W Washington Blvd","41.883137","-87.65056","(41.883137, -87.65056)","180","West","30000","75","High","Developing","POINT(-87.65056 41.883137)"
"1253","5801 N Sheridan Rd","Residential area","Residential","Rd","IL","USA","5801 N Sheridan Rd","41.987602","-87.65521","(41.987602, -87.65521)","180","Midwest","30000","75","Low","Advanced","POINT(-87.65521 41.987602)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1128","840 850 W Argyle St","Mixed-use neighborhood","Mixed","St","IL","USA","840 850 W Argyle St","41.973385","-87.65198","(41.973385, -87.65198)","180","West","30000","75","High","Developing","POINT(-87.65198 41.973385)"
"1474","300 W 23rd St","Commercial district","Commercial","St","IL","USA","300 W 23rd St","41.85096","-87.63518","(41.85096, -87.63518)","180","Northeast","30000","75","Moderate","Mature","POINT(-87.63518 41.85096)"
"","","","","","","","","","","","","","","","","",""
"1379","1816 N St Louis Ave","Industrial zone","Industrial","Ave","IL","USA","1816 N St Louis Ave","41.914185","-87.71345","(41.914185, -87.71345)","180","South","30000","75","Low","Advanced","POINT(-87.71345 41.914185)"
"","","","","","","","","","","","","","","","","",""
"1481","6710 N Washtenaw Ave","Residential area","Residential","Ave","IL","USA","6710 N Washtenaw Ave","41.782066","-87.67221","(41.782066, -87.67221)","180","Midwest","30000","75","Low","Advanced","POINT(-87.67221 41.782066)"
"1394","25 E Delaware Pl","Commercial district","Commercial","Pl","IL","USA","25 E Delaware Pl","41.89915","-87.627304","(41.89915, -87.627304)","180","Northeast","30000","75","Low","Advanced","POINT(-87.627304 41.89915)"
"1212","5957-73 W Madison St","Mixed-use neighborhood","Mixed","St","IL","USA","5957-73 W Madison St","41.880062","-87.77369","(41.880062, -87.77369)","180","West","30000","75","High","Developing","POINT(-87.77369 41.880062)"
"1141","644 N Lakeshore Dr","Residential area","Residential","Dr","IL","USA","644 N Lakeshore Dr","41.90578","-87.66365","(41.90578, -87.66365)","180","Midwest","30000","75","Moderate","Mature","POINT(-87.66365 41.90578)"
"1469","2600 N Southport Ave","Residential area","Residential","Ave","IL","USA","2600 N Southport Ave","41.929058","-87.66341","(41.929058, -87.66341)","180","Midwest","30000","75","Low","Advanced","POINT(-87.66341 41.929058)"
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"1159","510-24 W Wellington","Industrial zone","Industrial","Wellington","IL","USA","510-24 W Wellington","41.93654","-87.6422","(41.93654, -87.6422)","180","South","30000","75","Moderate","Mature","POINT(-87.6422 41.93654)"
"1416","1400  S INDIANA AVE","Mixed-use neighborhood","Mixed","AVE","IL","USA","1400  S INDIANA AVE","41.938915","-87.76808","(41.938915, -87.76808)","180","West","30000","75","High","Developing","POINT(-87.76808 41.938915)"
"","","","","","","","","","","","","","","","","",""
